time,Elevit Yaylası - Rize_temp,Elevit Yaylası - Rize_prcp,Elevit Yaylası - Rize_snow,Elevit Yaylası - Rize_rain,Elevit Yaylası - Rize_tmin,Elevit Yaylası - Rize_tmax,Elevit Yaylası - Rize_wspd,Elevit Yaylası - Rize_rhum
2022-12-08,-1.99,0.0,0.0,0.0,-5.95,2.08,9.08,60.31
2022-12-09,-1.15,0.0,0.0,0.0,-4.65,3.83,9.77,61.06
2022-12-10,-0.65,0.0,0.0,0.0,-4.76,3.54,9.34,57.38
2022-12-11,0.52,0.0,0.0,0.0,-3.89,4.36,13.7,50.84
2022-12-12,1.26,0.0,0.0,0.0,-2.34,3.76,11.45,59.75
2022-12-13,0.48,0.68,0.68,0.0,-2.52,2.22,11.23,68.23
2022-12-14,-0.74,2.81,2.81,0.0,-2.73,0.72,7.76,80.04
2022-12-15,0.67,7.99,7.99,0.0,-2.23,2.77,5.48,79.95
2022-12-16,1.12,2.37,2.37,0.0,-2.09,3.67,6.95,80.15
2022-12-17,-0.1,1.85,1.85,0.0,-3.86,4.55,9.26,65.44
2022-12-18,-0.27,0.0,0.0,0.0,-4.17,5.77,9.12,52.34
2022-12-19,-2.42,6.49,6.49,0.0,-5.34,-0.23,11.09,74.19
2022-12-20,-5.54,24.45,24.45,0.0,-7.12,-4.2,5.39,88.56
2022-12-21,-4.64,1.07,1.07,0.0,-8.42,-2.47,6.22,81.3
2022-12-22,-4.4,0.0,0.0,0.0,-7.9,-1.12,6.16,73.66
2022-12-23,-3.82,0.0,0.0,0.0,-8.33,0.17,6.45,61.58
2022-12-24,-3.42,0.0,0.0,0.0,-7.51,-0.23,6.71,70.0
2022-12-25,-3.89,0.0,0.0,0.0,-7.93,-1.24,7.56,65.26
2022-12-26,-3.95,2.08,2.08,0.0,-7.2,-1.35,8.21,67.77
2022-12-27,-4.58,4.29,4.29,0.0,-6.95,-2.06,7.58,77.87
2022-12-28,-4.32,2.56,2.56,0.0,-7.51,-1.19,10.56,71.19
2022-12-29,-6.73,22.57,22.57,0.0,-10.08,-4.35,7.35,82.28
2022-12-30,-5.56,0.29,0.29,0.0,-9.88,-0.31,10.89,52.06
2022-12-31,-5.11,0.0,0.0,0.0,-9.16,0.19,10.24,43.28
2023-01-01,-5.32,0.0,0.0,0.0,-9.1,-0.27,8.78,48.84
2023-01-02,-5.42,0.0,0.0,0.0,-9.36,-0.57,8.29,47.43
2023-01-03,-4.69,0.0,0.0,0.0,-8.93,-0.01,7.1,52.62
2023-01-04,-3.8,0.0,0.0,0.0,-8.38,0.42,6.69,60.57
2023-01-05,-5.57,2.1,2.1,0.0,-8.62,-2.94,7.28,81.89
2023-01-06,-3.26,1.4,1.4,0.0,-8.89,-0.6,8.82,70.0
2023-01-07,-6.57,30.49,30.49,0.0,-9.27,-4.33,9.45,92.97
2023-01-08,-8.69,22.97,22.97,0.0,-9.8,-7.64,6.27,92.88
2023-01-09,-8.39,6.14,6.14,0.0,-10.34,-5.51,6.4,79.82
2023-01-10,-7.49,0.0,0.0,0.0,-11.89,-2.96,10.18,53.78
2023-01-11,-5.61,0.0,0.0,0.0,-10.41,-1.38,15.57,46.61
2023-01-12,-4.49,0.0,0.0,0.0,-8.76,-0.57,15.53,45.7
2023-01-13,-4.57,0.0,0.0,0.0,-8.62,-1.19,14.79,42.65
2023-01-14,-4.64,0.0,0.0,0.0,-8.72,-2.03,14.5,48.28
2023-01-15,-3.63,0.0,0.0,0.0,-7.3,-0.45,10.73,64.52
2023-01-16,-4.02,0.0,0.0,0.0,-8.3,-0.96,10.99,61.82
2023-01-17,-2.94,0.0,0.0,0.0,-7.06,2.86,13.87,56.65
2023-01-18,-2.18,0.0,0.0,0.0,-7.06,3.15,15.02,52.4
2023-01-19,-1.45,0.0,0.0,0.0,-5.81,3.99,14.11,51.9
2023-01-20,-0.77,0.0,0.0,0.0,-5.88,3.18,14.84,49.84
2023-01-21,0.1,0.0,0.0,0.0,-5.78,4.94,12.92,50.75
2023-01-22,-3.11,0.0,0.0,0.0,-7.19,0.43,8.14,60.5
2023-01-23,-3.21,0.0,0.0,0.0,-7.28,-0.65,7.41,67.26
2023-01-24,-4.83,0.0,0.0,0.0,-8.16,-0.99,9.45,71.12
2023-01-25,-5.27,0.77,0.77,0.0,-8.49,-1.6,9.05,71.3
2023-01-26,-5.67,0.0,0.0,0.0,-10.06,-1.79,10.18,62.68
2023-01-27,-3.83,0.0,0.0,0.0,-10.28,0.63,15.65,41.13
2023-01-28,-1.35,1.26,1.26,0.0,-6.34,1.66,18.68,52.29
2023-01-29,-5.9,11.01,11.01,0.0,-8.44,-2.62,15.85,78.05
2023-01-30,-4.62,5.23,5.23,0.0,-7.78,-2.35,7.83,81.19
2023-01-31,-4.82,0.0,0.0,0.0,-9.32,-1.16,8.78,73.13
2023-02-01,-4.62,0.7,0.7,0.0,-8.36,-2.48,11.71,78.36
2023-02-02,-8.45,20.44,20.44,0.0,-10.29,-6.96,15.25,91.34
2023-02-03,-6.25,13.92,13.92,0.0,-11.06,-2.28,12.43,70.24
2023-02-04,-6.0,0.0,0.0,0.0,-11.42,-3.48,14.6,53.03
2023-02-05,-4.91,0.0,0.0,0.0,-9.62,-2.61,12.04,61.05
2023-02-06,-4.6,0.36,0.36,0.0,-7.33,-1.93,12.81,68.99
2023-02-07,-6.92,9.18,9.18,0.0,-8.74,-4.24,25.83,85.97
2023-02-08,-7.76,2.81,2.81,0.0,-10.58,-5.17,8.65,76.21
2023-02-09,-8.58,5.65,5.65,0.0,-11.62,-6.04,9.8,76.33
2023-02-10,-7.52,0.29,0.29,0.0,-10.12,-5.32,7.94,75.79
2023-02-11,-8.29,3.35,3.35,0.0,-10.04,-5.7,10.39,78.04
2023-02-12,-7.8,3.22,3.22,0.0,-10.57,-4.64,9.39,76.6
2023-02-13,-10.26,14.68,14.68,0.0,-12.8,-8.12,18.58,76.91
2023-02-14,-9.8,14.15,14.15,0.0,-14.23,-6.03,10.35,68.79
2023-02-15,-9.75,7.36,7.36,0.0,-11.71,-7.42,21.12,74.1
2023-02-16,-11.63,25.2,25.2,0.0,-12.84,-10.25,19.82,83.33
2023-02-17,-7.71,23.42,23.42,0.0,-12.43,-3.6,12.3,72.91
2023-02-18,-5.63,2.55,2.55,0.0,-12.0,-1.15,13.53,59.27
2023-02-19,-5.61,13.28,13.28,0.0,-7.36,-3.47,15.61,77.17
2023-02-20,-3.97,19.01,19.01,0.0,-8.5,-0.42,18.32,78.99
2023-02-21,-5.39,26.9,26.9,0.0,-10.04,-2.64,13.57,77.99
2023-02-22,-3.08,2.77,2.77,0.0,-7.23,0.27,13.53,71.44
2023-02-23,-7.75,23.82,23.82,0.0,-9.16,-6.21,12.05,92.59
2023-02-24,-6.0,11.59,11.59,0.0,-10.54,-2.9,12.89,74.96
2023-02-25,-2.53,0.0,0.0,0.0,-10.24,2.18,13.65,52.19
2023-02-26,1.01,0.0,0.0,0.0,-5.98,6.62,18.72,54.65
2023-02-27,1.33,0.0,0.0,0.0,-3.97,7.45,16.48,52.43
2023-02-28,1.12,0.0,0.0,0.0,-4.45,6.21,15.28,51.5
2023-03-01,-2.06,0.7,0.7,0.0,-4.45,0.67,9.6,66.15
2023-03-02,-3.17,4.52,4.52,0.0,-5.17,-1.44,8.15,88.29
2023-03-03,-2.92,5.31,5.31,0.0,-7.29,-1.08,11.18,89.91
2023-03-04,-2.72,5.69,5.69,0.0,-3.86,-1.28,11.08,89.32
2023-03-05,-0.65,6.23,6.23,0.0,-5.35,3.37,16.98,78.95
2023-03-06,-1.97,10.08,10.08,0.0,-5.77,3.21,17.07,79.56
2023-03-07,-2.9,6.88,6.88,0.0,-8.16,1.09,10.02,75.55
2023-03-08,-0.27,0.0,0.0,0.0,-6.0,3.67,12.55,58.77
2023-03-09,0.3,0.0,0.0,0.0,-5.5,5.2,11.5,59.42
2023-03-10,1.46,0.1,0.1,0.0,-4.29,5.35,12.78,62.51
2023-03-11,4.56,0.0,0.0,0.0,-2.31,9.08,19.4,55.82
2023-03-12,7.01,0.0,0.0,0.0,1.31,12.16,20.53,47.31
2023-03-13,-2.44,3.36,3.36,0.0,-4.82,-0.31,16.36,83.43
2023-03-14,-3.28,5.07,5.07,0.0,-6.22,-1.29,9.34,89.98
2023-03-15,-1.15,0.24,0.24,0.0,-4.78,1.23,9.43,84.43
2023-03-16,-0.61,0.48,0.48,0.0,-5.7,1.68,8.26,80.79
2023-03-17,0.04,3.53,3.53,0.0,-1.17,2.36,7.33,90.29
2023-03-18,-0.51,0.06,0.06,0.0,-2.9,2.13,7.67,88.73
2023-03-19,-2.86,0.74,0.74,0.0,-3.72,-1.63,9.12,86.27
2023-03-20,-3.27,6.8,6.8,0.0,-4.53,-1.72,10.32,90.84
2023-03-21,-4.34,0.3,0.3,0.0,-5.89,-0.87,8.68,84.59
2023-03-22,-1.98,0.0,0.0,0.0,-7.85,1.51,9.8,82.43
2023-03-23,-0.94,8.53,8.53,0.0,-4.16,2.9,8.84,82.3
2023-03-24,-2.89,3.83,3.83,0.0,-4.43,-0.84,7.18,90.66
2023-03-25,-2.49,6.62,6.62,0.0,-4.63,-1.29,6.65,87.73
2023-03-26,1.22,2.51,2.51,0.0,-3.59,4.3,9.86,79.64
2023-03-27,-2.15,8.56,8.56,0.0,-4.25,0.35,12.1,87.38
2023-03-28,3.95,0.98,0.0,0.98,-5.75,10.48,16.99,63.86
2023-03-29,-3.58,8.14,8.14,0.0,-7.76,1.72,19.77,82.33
2023-03-30,-8.96,40.2,40.2,0.0,-9.85,-7.69,17.7,88.96
2023-03-31,-8.65,15.65,15.65,0.0,-10.82,-7.05,9.91,86.43
2023-04-01,-3.74,0.87,0.87,0.0,-11.19,-0.51,11.54,67.1
2023-04-02,0.61,0.0,0.0,0.0,-7.36,4.32,12.86,61.5
2023-04-03,1.1,0.15,0.15,0.0,-2.34,3.23,11.16,72.17
2023-04-04,5.84,0.0,0.0,0.0,-2.39,9.9,15.4,63.31
2023-04-05,4.23,1.59,0.0,1.59,0.31,10.28,16.44,59.65
2023-04-06,-1.59,4.86,4.86,0.0,-3.63,0.74,11.62,90.88
2023-04-07,-0.94,7.63,7.63,0.0,-4.88,1.65,10.74,85.62
2023-04-08,-2.43,20.08,20.08,0.0,-4.62,0.15,12.06,88.13
2023-04-09,0.12,1.02,1.02,0.0,-6.42,3.97,9.78,71.44
2023-04-10,-0.15,0.19,0.19,0.0,-3.57,4.62,10.52,78.13
2023-04-11,1.8,5.21,5.21,0.0,-1.95,7.21,13.49,77.58
2023-04-12,-0.07,5.09,5.09,0.0,-1.88,3.41,11.31,90.57
2023-04-13,-2.64,13.39,13.39,0.0,-3.95,0.26,12.16,90.22
2023-04-14,0.62,1.58,1.58,0.0,-4.07,4.1,10.2,72.5
2023-04-15,5.13,0.09,0.0,0.09,-2.58,9.48,11.88,61.31
2023-04-16,4.97,0.0,0.0,0.0,-1.75,8.69,9.0,66.06
2023-04-17,5.35,0.06,0.0,0.06,-1.43,10.12,10.04,69.55
2023-04-18,7.57,0.0,0.0,0.0,0.3,13.28,10.84,63.17
2023-04-19,9.08,0.0,0.0,0.0,3.09,13.72,16.04,59.11
2023-04-20,2.29,2.58,0.0,2.58,0.03,6.74,13.66,83.6
2023-04-21,0.56,18.26,18.26,0.0,-2.38,3.82,11.45,85.97
2023-04-22,2.09,0.0,0.0,0.0,-3.57,5.85,8.88,80.77
2023-04-23,1.57,1.5,1.5,0.0,-2.92,4.99,7.81,85.91
2023-04-24,0.01,6.26,6.26,0.0,-1.64,3.13,10.21,90.35
2023-04-25,2.41,4.86,0.0,4.86,-3.4,5.46,9.39,82.72
2023-04-26,6.26,0.0,0.0,0.0,-2.13,10.85,9.67,64.11
2023-04-27,6.08,0.3,0.0,0.3,0.23,11.91,13.17,63.46
2023-04-28,2.28,7.07,0.0,7.07,-0.8,6.97,14.81,82.74
2023-04-29,-1.17,19.4,19.4,0.0,-2.29,0.56,14.45,91.78
2023-04-30,-0.94,14.71,14.71,0.0,-3.6,2.46,8.64,88.94
2023-05-01,-0.67,3.21,3.21,0.0,-3.63,2.54,7.67,84.52
2023-05-02,-0.71,0.29,0.29,0.0,-5.25,2.94,10.52,75.38
2023-05-03,0.52,0.13,0.13,0.0,-3.75,3.72,9.43,75.38
2023-05-04,3.11,0.0,0.0,0.0,-4.8,6.41,10.26,68.85
2023-05-05,3.94,0.0,0.0,0.0,-3.23,7.71,7.21,69.96
2023-05-06,3.8,1.26,0.0,1.26,-1.61,6.11,9.31,75.63
2023-05-07,2.94,4.28,0.0,4.28,0.48,6.28,13.38,85.91
2023-05-08,0.73,2.1,2.1,0.0,-1.73,2.55,9.5,89.9
2023-05-09,1.5,1.71,1.71,0.0,-1.34,4.04,8.22,88.55
2023-05-10,1.62,0.09,0.09,0.0,-1.18,4.04,6.84,88.3
2023-05-11,1.03,6.05,6.05,0.0,-0.86,2.83,9.26,91.8
2023-05-12,1.8,5.13,5.13,0.0,-0.67,3.45,8.15,86.88
2023-05-13,0.7,14.93,14.93,0.0,-0.91,2.71,12.54,93.02
2023-05-14,0.5,17.77,17.77,0.0,-2.44,2.05,15.56,84.53
2023-05-15,2.04,1.19,0.0,1.19,-2.01,5.5,10.07,69.38
2023-05-16,3.26,0.0,0.0,0.0,-3.22,7.51,10.4,70.32
2023-05-17,4.56,0.0,0.0,0.0,-2.11,7.62,8.44,69.23
2023-05-18,5.35,3.26,0.0,3.26,-0.87,9.34,8.46,75.71
2023-05-19,4.6,1.09,0.0,1.09,-0.08,7.0,9.85,80.71
2023-05-20,2.9,4.9,0.0,4.9,-0.98,5.01,8.01,83.24
2023-05-21,3.18,1.64,0.0,1.64,0.67,4.72,7.93,87.8
2023-05-22,6.06,5.49,0.0,5.49,-0.3,8.88,9.5,82.32
2023-05-23,8.5,1.07,0.0,1.07,3.41,14.99,15.35,75.5
2023-05-24,6.31,0.04,0.0,0.04,1.52,10.5,11.66,80.4
2023-05-25,6.09,1.07,0.0,1.07,1.18,9.89,8.92,81.12
2023-05-26,6.18,0.29,0.0,0.29,2.78,8.91,7.93,84.09
2023-05-27,6.65,0.11,0.0,0.11,2.83,9.06,7.27,83.92
2023-05-28,6.81,2.29,0.0,2.29,3.62,9.81,8.58,82.98
2023-05-29,9.03,2.28,0.0,2.28,4.3,12.43,10.61,82.35
2023-05-30,9.03,0.31,0.0,0.31,5.2,12.96,8.69,78.27
2023-05-31,7.68,1.93,0.0,1.93,4.32,10.66,9.59,81.23
2023-06-01,7.48,0.39,0.0,0.39,3.58,10.03,6.58,86.77
2023-06-02,8.3,0.29,0.0,0.29,3.75,10.7,8.09,85.47
2023-06-03,11.47,0.33,0.0,0.33,5.63,16.41,11.34,72.64
2023-06-04,9.79,0.34,0.0,0.34,6.22,13.23,13.82,81.07
2023-06-05,7.49,1.42,0.0,1.42,4.63,11.17,9.2,89.74
2023-06-06,7.45,3.75,0.0,3.75,4.18,10.39,10.06,89.22
2023-06-07,8.14,5.4,0.0,5.4,4.31,10.74,9.69,84.38
2023-06-08,9.67,0.0,0.0,0.0,2.97,12.46,8.32,83.4
2023-06-09,8.75,2.36,0.0,2.36,5.32,13.21,10.05,80.66
2023-06-10,8.14,3.89,0.0,3.89,6.26,9.79,9.6,87.74
2023-06-11,10.06,0.02,0.0,0.02,5.86,12.74,7.15,85.33
2023-06-12,9.72,2.58,0.0,2.58,6.15,12.55,7.9,85.04
2023-06-13,8.7,2.12,0.0,2.12,6.46,11.42,8.64,87.43
2023-06-14,8.74,2.11,0.0,2.11,5.51,10.67,9.73,89.03
2023-06-15,6.69,40.82,0.0,40.82,5.18,9.11,11.9,93.3
2023-06-16,9.39,4.53,0.0,4.53,4.46,12.09,7.88,84.63
2023-06-17,10.81,0.0,0.0,0.0,4.52,13.55,9.26,80.55
2023-06-18,9.39,1.23,0.0,1.23,6.63,11.87,9.53,83.22
2023-06-19,10.19,0.78,0.0,0.78,5.23,13.49,8.08,85.12
2023-06-20,7.63,23.28,0.0,23.28,5.49,10.25,10.53,92.61
2023-06-21,9.06,4.63,0.0,4.63,5.32,12.49,12.19,85.69
2023-06-22,6.41,3.3,0.0,3.3,4.47,9.22,13.22,85.59
2023-06-23,6.8,25.75,0.0,25.75,4.11,9.66,9.61,86.36
2023-06-24,9.69,2.0,0.0,2.0,3.71,12.43,7.87,78.28
2023-06-25,10.87,0.0,0.0,0.0,4.5,14.24,8.74,83.7
2023-06-26,11.23,0.09,0.0,0.09,6.13,14.21,7.62,85.7
2023-06-27,9.36,0.62,0.0,0.62,7.01,12.19,9.17,86.61
2023-06-28,11.05,2.57,0.0,2.57,5.16,13.88,8.62,78.5
2023-06-29,10.12,0.0,0.0,0.0,5.81,13.48,8.16,81.52
2023-06-30,7.86,26.63,0.0,26.63,5.39,10.71,11.96,89.49
2023-07-01,8.09,2.79,0.0,2.79,3.42,11.58,8.59,76.83
2023-07-02,9.64,0.0,0.0,0.0,3.01,13.23,9.41,73.45
2023-07-03,11.56,0.0,0.0,0.0,5.3,14.89,9.28,74.33
2023-07-04,12.73,0.0,0.0,0.0,6.51,16.12,8.88,72.4
2023-07-05,12.9,0.0,0.0,0.0,6.82,15.63,7.6,79.11
2023-07-06,14.19,0.0,0.0,0.0,7.99,18.31,8.34,76.4
2023-07-07,13.65,1.22,0.0,1.22,9.51,18.81,10.47,81.05
2023-07-08,11.35,11.59,0.0,11.59,8.18,14.23,9.05,85.89
2023-07-09,9.84,34.29,0.0,34.29,8.46,12.83,14.37,90.94
2023-07-10,9.13,32.46,0.0,32.46,5.33,13.54,18.84,88.7
2023-07-11,8.49,26.57,0.0,26.57,4.07,11.85,12.67,77.77
2023-07-12,8.91,1.07,0.0,1.07,2.66,14.05,11.82,62.27
2023-07-13,10.57,0.0,0.0,0.0,4.23,15.01,10.14,61.41
2023-07-14,10.55,0.0,0.0,0.0,4.94,14.83,8.78,72.28
2023-07-15,10.62,0.0,0.0,0.0,4.91,15.19,9.52,69.7
2023-07-16,9.31,2.28,0.0,2.28,6.22,12.84,12.65,77.41
2023-07-17,9.19,0.61,0.0,0.61,4.96,13.42,11.56,72.48
2023-07-18,9.18,0.0,0.0,0.0,3.46,13.05,11.06,70.75
2023-07-19,9.6,0.0,0.0,0.0,4.52,13.26,8.92,75.78
2023-07-20,10.49,0.0,0.0,0.0,6.05,14.5,8.95,78.19
2023-07-21,11.0,0.13,0.0,0.13,7.5,15.3,7.95,81.56
2023-07-22,11.57,0.0,0.0,0.0,6.84,15.23,8.47,79.89
2023-07-23,11.9,0.0,0.0,0.0,8.0,15.08,7.37,78.47
2023-07-24,10.5,4.42,0.0,4.42,7.46,14.32,10.46,81.24
2023-07-25,9.74,8.19,0.0,8.19,7.1,14.05,11.52,84.43
2023-07-26,11.61,0.0,0.0,0.0,7.1,16.03,8.54,79.06
2023-07-27,15.79,0.0,0.0,0.0,8.27,21.22,8.89,74.35
2023-07-28,10.9,7.94,0.0,7.94,8.2,14.26,18.88,82.26
2023-07-29,11.38,4.53,0.0,4.53,5.28,14.98,9.85,78.75
2023-07-30,10.45,1.36,0.0,1.36,7.01,13.86,8.44,79.2
2023-07-31,11.68,0.68,0.0,0.68,6.83,14.39,8.68,78.72
2023-08-01,12.72,0.0,0.0,0.0,8.09,15.22,8.68,82.0
2023-08-02,13.22,0.09,0.0,0.09,7.99,16.43,8.65,82.55
2023-08-03,13.51,0.0,0.0,0.0,8.37,17.22,9.02,78.78
2023-08-04,13.56,1.64,0.0,1.64,9.19,16.53,8.06,81.58
2023-08-05,14.37,0.0,0.0,0.0,8.44,17.89,8.54,78.63
2023-08-06,17.04,0.0,0.0,0.0,9.81,20.87,9.74,73.42
2023-08-07,17.0,0.0,0.0,0.0,11.59,21.04,12.43,72.9
2023-08-08,15.25,0.24,0.0,0.24,9.72,18.12,8.09,79.1
2023-08-09,13.21,7.41,0.0,7.41,11.25,15.42,8.99,89.11
2023-08-10,14.3,14.16,0.0,14.16,11.13,17.5,9.19,84.38
2023-08-11,13.52,9.07,0.0,9.07,11.56,16.88,10.98,87.16
2023-08-12,12.61,7.82,0.0,7.82,11.0,15.06,11.95,90.07
2023-08-13,13.23,2.51,0.0,2.51,10.7,15.81,8.25,88.32
2023-08-14,13.67,0.13,0.0,0.13,10.46,17.38,6.86,85.03
2023-08-15,13.44,0.0,0.0,0.0,9.63,16.44,7.7,82.0
2023-08-16,13.58,0.05,0.0,0.05,9.5,16.24,8.33,81.33
2023-08-17,13.64,0.49,0.0,0.49,10.69,16.31,8.33,84.25
2023-08-18,13.34,0.24,0.0,0.24,10.31,16.32,7.87,83.52
2023-08-19,13.52,0.29,0.0,0.29,9.79,16.5,8.23,80.47
2023-08-20,13.29,0.0,0.0,0.0,8.21,16.56,9.39,76.33
2023-08-21,13.11,3.31,0.0,3.31,10.02,15.81,9.84,84.59
2023-08-22,12.53,4.22,0.0,4.22,8.79,16.43,8.44,82.21
2023-08-23,12.97,0.34,0.0,0.34,8.64,16.29,8.8,78.06
2023-08-24,12.34,2.03,0.0,2.03,8.46,15.65,9.65,80.11
2023-08-25,10.38,9.41,0.0,9.41,8.11,13.69,13.8,83.11
2023-08-26,10.85,0.54,0.0,0.54,6.79,14.42,12.71,71.53
2023-08-27,11.16,0.0,0.0,0.0,6.14,14.64,10.75,76.0
2023-08-28,11.37,0.86,0.0,0.86,7.69,14.52,10.65,80.66
2023-08-29,10.87,10.63,0.0,10.63,8.34,13.69,8.89,82.46
2023-08-30,12.75,0.0,0.0,0.0,7.06,16.44,10.41,75.36
2023-08-31,14.57,0.0,0.0,0.0,9.26,18.54,8.94,70.51
2023-09-01,13.22,0.15,0.0,0.15,9.32,16.63,9.62,72.25
2023-09-02,12.94,1.03,0.0,1.03,10.57,15.52,8.38,85.91
2023-09-03,11.34,12.36,0.0,12.36,9.51,13.54,10.56,89.21
2023-09-04,11.31,8.67,0.0,8.67,9.13,13.79,9.43,83.47
2023-09-05,12.39,0.0,0.0,0.0,7.47,16.12,8.83,79.55
2023-09-06,12.22,2.2,0.0,2.2,9.41,15.14,8.62,85.74
2023-09-07,10.67,10.1,0.0,10.1,9.23,13.63,11.13,88.61
2023-09-08,10.06,7.17,0.0,7.17,7.75,13.32,13.7,79.85
2023-09-09,8.64,6.74,0.0,6.74,6.55,11.31,18.47,79.09
2023-09-10,6.57,13.09,0.0,13.09,4.02,9.59,14.85,76.7
2023-09-11,6.05,1.32,0.0,1.32,2.78,9.0,9.69,77.42
2023-09-12,6.34,14.07,0.0,14.07,3.42,10.17,10.37,82.41
2023-09-13,6.06,10.8,0.0,10.8,2.95,10.71,12.01,78.38
2023-09-14,7.72,2.7,0.0,2.7,3.2,12.21,10.69,74.55
2023-09-15,8.85,0.0,0.0,0.0,2.64,11.93,10.23,77.09
2023-09-16,9.26,1.81,0.0,1.81,4.88,11.87,9.85,81.95
2023-09-17,7.44,3.99,0.0,3.99,4.51,10.93,11.9,83.32
2023-09-18,6.28,7.04,0.0,7.04,3.71,9.87,12.17,83.49
2023-09-19,7.64,0.0,0.0,0.0,2.8,12.41,10.0,77.88
2023-09-20,9.35,0.15,0.0,0.15,4.47,12.54,10.65,77.69
2023-09-21,10.25,0.5,0.0,0.5,5.38,12.84,8.28,83.78
2023-09-22,11.25,0.0,0.0,0.0,6.6,14.89,7.54,80.55
2023-09-23,10.77,0.0,0.0,0.0,7.17,13.86,7.83,78.72
2023-09-24,10.98,0.0,0.0,0.0,6.3,15.98,7.34,80.21
2023-09-25,9.38,0.2,0.0,0.2,5.69,13.15,8.69,85.19
2023-09-26,10.47,8.09,0.0,8.09,6.62,14.49,8.34,83.52
2023-09-27,11.26,0.15,0.0,0.15,6.66,14.82,9.23,78.12
2023-09-28,10.7,0.0,0.0,0.0,6.94,15.15,10.45,78.02
2023-09-29,10.85,0.0,0.0,0.0,6.15,15.46,8.55,77.32
2023-09-30,10.09,0.0,0.0,0.0,6.8,13.17,8.66,81.92
2023-10-01,9.5,0.66,0.0,0.66,5.48,13.21,9.04,79.03
2023-10-02,6.25,46.44,0.0,46.44,4.71,8.65,15.01,87.76
2023-10-03,6.38,34.37,0.0,34.37,3.21,10.14,17.11,89.58
2023-10-04,4.63,27.9,0.0,27.9,1.61,7.38,12.37,82.88
2023-10-05,6.33,1.45,0.0,1.45,1.05,10.03,10.31,77.8
2023-10-06,6.54,0.0,0.0,0.0,1.25,9.8,10.08,80.44
2023-10-07,5.02,6.56,0.0,6.56,2.06,8.56,9.55,82.69
2023-10-08,6.75,0.0,0.0,0.0,0.46,11.49,11.43,69.78
2023-10-09,4.07,23.03,0.0,23.03,-0.1,10.74,15.94,75.61
2023-10-10,2.59,0.09,0.0,0.09,-1.58,5.29,8.41,77.8
2023-10-11,0.94,10.99,10.99,0.0,-0.77,3.17,10.12,88.08
2023-10-12,2.27,0.43,0.0,0.43,-1.35,6.78,10.37,80.19
2023-10-13,3.09,0.0,0.0,0.0,-1.48,7.69,9.76,75.02
2023-10-14,3.35,0.0,0.0,0.0,-1.83,7.99,10.72,70.93
2023-10-15,7.11,0.0,0.0,0.0,-0.41,12.38,11.52,62.51
2023-10-16,5.77,0.83,0.0,0.83,2.21,8.21,11.02,71.83
2023-10-17,2.11,33.92,0.0,33.92,-0.89,5.26,13.16,87.47
2023-10-18,2.09,0.69,0.0,0.69,-2.14,4.11,9.61,81.61
2023-10-19,0.99,22.4,22.4,0.0,-0.66,2.33,10.95,93.91
2023-10-20,4.92,4.75,0.0,4.75,-1.66,9.72,13.67,71.22
2023-10-21,6.63,0.0,0.0,0.0,0.91,12.45,11.59,60.83
2023-10-22,6.76,0.0,0.0,0.0,1.84,11.79,12.22,63.22
2023-10-23,6.73,0.0,0.0,0.0,1.55,11.54,10.47,67.46
2023-10-24,6.6,0.0,0.0,0.0,1.75,11.37,10.26,68.32
2023-10-25,6.82,0.04,0.0,0.04,1.88,10.44,11.25,71.07
2023-10-26,8.11,0.0,0.0,0.0,4.09,11.55,16.25,59.16
2023-10-27,8.89,0.0,0.0,0.0,4.5,14.27,16.97,59.45
2023-10-28,9.91,0.0,0.0,0.0,3.76,16.05,16.24,57.62
2023-10-29,6.71,0.0,0.0,0.0,2.31,10.64,8.5,70.35
2023-10-30,6.22,0.0,0.0,0.0,2.2,9.34,9.24,75.35
2023-10-31,6.49,0.0,0.0,0.0,1.44,10.34,8.06,72.56
2023-11-01,9.42,0.0,0.0,0.0,1.69,14.74,11.79,61.78
2023-11-02,7.21,0.0,0.0,0.0,3.83,10.63,10.14,71.12
2023-11-03,6.22,1.88,0.0,1.88,4.04,10.65,13.14,72.74
2023-11-04,5.86,1.26,0.0,1.26,1.04,10.96,13.64,67.55
2023-11-05,7.35,0.0,0.0,0.0,1.8,13.52,14.49,58.45
2023-11-06,6.03,6.96,0.0,6.96,2.3,12.93,14.65,68.3
2023-11-07,4.37,12.67,0.0,12.67,0.1,7.79,9.0,78.74
2023-11-08,2.9,0.0,0.0,0.0,-1.75,7.83,12.53,60.71
2023-11-09,4.27,6.26,0.0,6.26,-1.31,9.15,15.76,63.97
2023-11-10,0.69,22.78,22.78,0.0,-1.72,4.38,10.21,81.73
2023-11-11,3.96,0.0,0.0,0.0,-2.11,8.01,16.41,66.89
2023-11-12,8.31,0.0,0.0,0.0,1.25,13.01,21.59,54.79
2023-11-13,4.24,0.07,0.0,0.07,1.19,6.89,11.29,76.12
2023-11-14,2.56,9.55,0.0,9.55,-0.33,7.11,14.01,81.23
2023-11-15,2.17,17.97,0.0,17.97,-2.73,6.58,11.1,77.35
2023-11-16,3.37,2.76,0.0,2.76,-1.14,7.86,15.38,72.47
2023-11-17,-1.34,54.32,54.32,0.0,-3.86,2.17,18.28,81.06
2023-11-18,1.23,0.09,0.09,0.0,-4.41,4.25,19.61,58.39
