time,Ayder yaylası - Rize_temp,Ayder yaylası - Rize_prcp,Ayder yaylası - Rize_snow,Ayder yaylası - Rize_rain,Ayder yaylası - Rize_tmin,Ayder yaylası - Rize_tmax,Ayder yaylası - Rize_wspd,Ayder yaylası - Rize_rhum
2022-12-12,5.16,0.0,0.0,0.0,1.7,7.61,12.16,59.32
2022-12-13,4.52,0.73,0.0,0.73,1.55,6.25,11.57,68.81
2022-12-14,3.43,2.48,0.0,2.48,1.33,4.98,7.91,79.22
2022-12-15,4.87,7.07,0.0,7.07,1.82,6.95,5.66,79.32
2022-12-16,5.25,2.47,0.0,2.47,2.04,7.73,6.84,80.45
2022-12-17,4.09,1.92,0.0,1.92,0.34,8.73,9.76,65.94
2022-12-18,3.81,0.0,0.0,0.0,0.02,9.72,9.55,52.28
2022-12-19,1.67,6.95,6.95,0.0,-1.18,3.89,11.11,73.4
2022-12-20,-1.39,22.9,22.9,0.0,-2.96,-0.05,5.4,88.75
2022-12-21,-0.61,1.11,1.11,0.0,-4.33,1.68,6.31,80.87
2022-12-22,-0.36,0.0,0.0,0.0,-3.83,3.01,6.31,72.56
2022-12-23,0.28,0.0,0.0,0.0,-4.21,4.3,6.73,60.93
2022-12-24,0.52,0.0,0.0,0.0,-3.52,3.82,6.89,69.31
2022-12-25,0.03,0.0,0.0,0.0,-3.95,2.76,7.76,64.46
2022-12-26,0.02,1.85,1.85,0.0,-3.34,2.63,8.36,67.03
2022-12-27,-0.6,4.51,4.51,0.0,-2.87,1.87,7.8,77.46
2022-12-28,-0.41,2.8,2.8,0.0,-3.39,2.68,10.73,71.4
2022-12-29,-2.74,21.98,21.98,0.0,-5.9,-0.4,7.44,82.53
2022-12-30,-1.55,0.29,0.29,0.0,-5.76,3.66,11.52,51.32
2022-12-31,-1.12,0.0,0.0,0.0,-5.07,4.18,10.64,42.1
2023-01-01,-1.33,0.0,0.0,0.0,-5.07,3.79,9.16,47.62
2023-01-02,-1.4,0.0,0.0,0.0,-5.3,3.51,8.73,46.05
2023-01-03,-0.57,0.0,0.0,0.0,-4.81,4.08,7.52,51.15
2023-01-04,0.3,0.0,0.0,0.0,-4.25,4.52,6.88,59.9
2023-01-05,-1.5,2.16,2.16,0.0,-4.37,1.1,7.36,81.76
2023-01-06,0.75,1.25,1.25,0.0,-4.73,3.38,9.06,69.54
2023-01-07,-2.59,31.29,31.29,0.0,-5.25,-0.35,9.61,93.09
2023-01-08,-4.72,23.09,23.09,0.0,-5.81,-3.7,6.4,92.96
2023-01-09,-4.38,6.03,6.03,0.0,-6.29,-1.5,6.47,79.44
2023-01-10,-3.37,0.0,0.0,0.0,-7.73,1.09,10.73,53.07
2023-01-11,-1.51,0.0,0.0,0.0,-6.21,2.68,16.26,45.01
2023-01-12,-0.38,0.0,0.0,0.0,-4.57,3.49,16.32,44.37
2023-01-13,-0.5,0.0,0.0,0.0,-4.47,2.83,15.42,41.42
2023-01-14,-0.65,0.0,0.0,0.0,-4.66,1.96,14.92,46.77
2023-01-15,0.39,0.0,0.0,0.0,-3.26,3.62,10.96,63.35
2023-01-16,0.08,0.0,0.0,0.0,-4.23,3.2,11.27,60.98
2023-01-17,1.28,0.0,0.0,0.0,-2.85,7.03,14.29,55.66
2023-01-18,1.98,0.0,0.0,0.0,-2.89,7.2,15.44,51.8
2023-01-19,2.7,0.0,0.0,0.0,-1.69,8.05,14.63,50.81
2023-01-20,3.48,0.0,0.0,0.0,-1.69,7.4,15.48,48.75
2023-01-21,4.13,0.0,0.0,0.0,-1.66,9.02,13.23,49.92
2023-01-22,1.01,0.0,0.0,0.0,-3.07,4.58,8.3,59.57
2023-01-23,0.85,0.0,0.0,0.0,-3.2,3.55,7.46,65.99
2023-01-24,-0.82,0.0,0.0,0.0,-4.12,3.25,9.53,69.38
2023-01-25,-1.3,0.69,0.69,0.0,-4.63,2.51,9.26,69.41
2023-01-26,-1.68,0.0,0.0,0.0,-6.09,2.3,10.31,60.91
2023-01-27,0.27,0.0,0.0,0.0,-6.13,4.74,15.9,39.58
2023-01-28,2.59,1.11,0.0,1.11,-2.23,5.51,18.85,50.81
2023-01-29,-1.81,10.87,10.87,0.0,-4.28,1.43,15.57,77.72
2023-01-30,-0.56,4.84,4.84,0.0,-3.77,1.76,7.92,80.87
2023-01-31,-0.75,0.0,0.0,0.0,-5.22,2.98,8.88,72.12
2023-02-01,-0.52,0.72,0.72,0.0,-4.26,1.67,11.34,77.39
2023-02-02,-4.21,20.44,20.44,0.0,-6.03,-2.66,14.75,91.28
2023-02-03,-2.24,12.46,12.46,0.0,-6.94,1.78,12.45,70.35
2023-02-04,-2.04,0.0,0.0,0.0,-7.35,0.5,14.9,52.15
2023-02-05,-0.84,0.0,0.0,0.0,-5.56,1.52,12.12,59.96
2023-02-06,-0.48,0.33,0.33,0.0,-3.25,2.24,12.61,68.2
2023-02-07,-2.83,9.54,9.54,0.0,-4.67,0.05,24.8,85.86
2023-02-08,-3.79,2.84,2.84,0.0,-6.5,-1.14,8.59,76.5
2023-02-09,-4.6,5.28,5.28,0.0,-7.59,-1.99,9.71,76.31
2023-02-10,-3.5,0.29,0.29,0.0,-6.1,-1.28,7.9,75.14
2023-02-11,-4.18,3.0,3.0,0.0,-5.92,-1.49,10.08,77.29
2023-02-12,-3.75,2.95,2.95,0.0,-6.51,-0.51,9.3,75.51
2023-02-13,-6.07,15.58,15.58,0.0,-8.56,-3.99,18.12,76.87
2023-02-14,-5.83,14.24,14.24,0.0,-10.19,-1.95,10.3,68.6
2023-02-15,-5.76,7.91,7.91,0.0,-7.69,-3.35,20.43,73.74
2023-02-16,-7.56,25.78,25.78,0.0,-8.76,-6.22,19.16,83.54
2023-02-17,-3.8,23.87,23.87,0.0,-8.39,0.4,12.25,72.87
2023-02-18,-1.76,2.85,2.85,0.0,-8.0,2.74,13.94,58.49
2023-02-19,-1.62,14.72,14.72,0.0,-3.32,0.5,15.59,77.52
2023-02-20,-0.06,19.68,19.68,0.0,-4.48,3.42,18.22,79.19
2023-02-21,-1.47,25.58,25.58,0.0,-5.99,1.34,13.36,78.19
2023-02-22,0.7,3.04,3.04,0.0,-3.21,4.03,13.42,72.24
2023-02-23,-3.74,23.59,23.59,0.0,-5.12,-2.2,11.82,92.66
2023-02-24,-1.93,11.23,11.23,0.0,-6.48,1.23,12.7,74.82
2023-02-25,1.47,0.0,0.0,0.0,-6.05,6.23,13.95,51.33
2023-02-26,4.94,0.0,0.0,0.0,-1.97,10.6,19.09,53.89
2023-02-27,5.35,0.0,0.0,0.0,0.07,11.54,16.98,51.65
2023-02-28,5.19,0.0,0.0,0.0,-0.36,10.41,15.65,50.24
2023-03-01,2.07,0.77,0.0,0.77,-0.34,4.86,9.56,64.99
2023-03-02,1.07,4.96,4.96,0.0,-0.93,2.71,8.08,87.83
2023-03-03,1.29,5.93,5.93,0.0,-3.19,3.26,11.33,89.34
2023-03-04,1.51,5.87,5.87,0.0,0.33,3.03,10.8,88.74
2023-03-05,3.22,6.42,0.0,6.42,-1.27,7.0,17.1,79.05
2023-03-06,2.22,10.97,0.0,10.97,-1.54,7.41,16.77,79.75
2023-03-07,1.25,6.83,6.83,0.0,-4.05,5.38,9.79,75.25
2023-03-08,3.92,0.0,0.0,0.0,-1.77,7.97,12.89,57.96
2023-03-09,4.39,0.0,0.0,0.0,-1.35,9.44,11.71,58.68
2023-03-10,5.51,0.09,0.0,0.09,-0.21,9.52,12.88,62.04
2023-03-11,8.7,0.0,0.0,0.0,1.94,13.22,19.57,55.41
2023-03-12,11.08,0.0,0.0,0.0,5.33,16.24,20.44,46.84
2023-03-13,1.98,3.35,3.35,0.0,-0.39,4.25,15.88,82.75
2023-03-14,1.02,4.6,4.6,0.0,-2.04,3.11,9.21,89.46
2023-03-15,3.3,0.21,0.0,0.21,-0.6,5.86,9.36,83.52
2023-03-16,3.72,0.53,0.0,0.53,-1.54,6.08,8.17,80.14
2023-03-17,4.46,3.86,0.0,3.86,3.23,6.79,7.37,89.83
2023-03-18,3.91,0.07,0.0,0.07,1.4,6.76,7.66,87.85
2023-03-19,1.27,0.73,0.73,0.0,0.41,2.56,8.84,85.56
2023-03-20,0.92,7.0,7.0,0.0,-0.29,2.46,10.07,91.05
2023-03-21,-0.21,0.33,0.33,0.0,-1.77,3.4,8.35,84.66
2023-03-22,2.23,0.0,0.0,0.0,-3.66,5.92,9.46,82.44
2023-03-23,3.44,8.09,0.0,8.09,0.13,7.46,8.82,81.94
2023-03-24,1.28,3.72,3.72,0.0,-0.3,3.42,7.09,90.26
2023-03-25,1.68,6.61,6.61,0.0,-0.54,2.94,6.5,87.08
2023-03-26,5.39,2.37,0.0,2.37,0.57,8.55,9.62,78.92
2023-03-27,1.91,8.65,8.65,0.0,-0.08,4.45,11.92,87.49
2023-03-28,8.2,1.04,0.0,1.04,-1.46,14.75,17.27,63.32
2023-03-29,0.82,9.0,9.0,0.0,-3.48,6.32,19.22,82.01
2023-03-30,-4.8,39.01,39.01,0.0,-5.71,-3.52,17.18,88.82
2023-03-31,-4.55,14.6,14.6,0.0,-6.68,-2.94,9.72,86.44
2023-04-01,0.38,0.77,0.77,0.0,-6.97,3.62,11.34,66.97
2023-04-02,4.78,0.0,0.0,0.0,-3.19,8.58,13.05,60.47
2023-04-03,5.28,0.17,0.0,0.17,1.9,7.38,11.39,71.76
2023-04-04,10.16,0.0,0.0,0.0,1.93,14.25,15.62,62.84
2023-04-05,8.43,1.52,0.0,1.52,4.66,14.7,16.42,59.42
2023-04-06,2.73,4.91,0.0,4.91,0.71,5.24,11.42,90.5
2023-04-07,3.41,6.88,0.0,6.88,-0.82,6.15,10.49,84.84
2023-04-08,1.72,19.72,19.72,0.0,-0.43,4.34,11.94,88.34
2023-04-09,4.41,0.94,0.0,0.94,-2.28,8.41,9.94,70.79
2023-04-10,4.15,0.18,0.0,0.18,0.74,9.22,10.71,77.65
2023-04-11,5.94,4.69,0.0,4.69,2.22,11.63,13.58,77.16
2023-04-12,4.32,5.02,0.0,5.02,2.4,8.03,11.11,90.13
2023-04-13,1.43,12.91,12.91,0.0,0.18,4.39,11.95,90.54
2023-04-14,4.68,1.56,0.0,1.56,-0.02,8.24,10.0,72.53
2023-04-15,9.33,0.1,0.0,0.1,1.61,13.69,12.03,60.38
2023-04-16,9.34,0.0,0.0,0.0,2.49,13.21,9.15,65.06
2023-04-17,9.64,0.07,0.0,0.07,2.7,14.43,9.86,68.56
2023-04-18,11.93,0.0,0.0,0.0,4.55,17.58,10.89,62.53
2023-04-19,13.4,0.0,0.0,0.0,7.31,18.03,15.9,58.7
2023-04-20,6.71,2.83,0.0,2.83,4.32,11.41,13.47,82.51
2023-04-21,4.63,17.88,0.0,17.88,1.78,8.03,11.12,85.93
2023-04-22,6.28,0.0,0.0,0.0,0.58,10.21,8.99,80.49
2023-04-23,5.78,1.67,0.0,1.67,1.11,9.49,7.75,85.64
2023-04-24,4.32,6.38,0.0,6.38,2.58,7.6,9.97,90.12
2023-04-25,6.65,4.69,0.0,4.69,0.74,9.77,9.07,82.31
2023-04-26,10.57,0.0,0.0,0.0,2.13,15.33,9.72,63.24
2023-04-27,10.37,0.33,0.0,0.33,4.47,16.48,13.34,62.56
2023-04-28,6.57,6.61,0.0,6.61,3.46,11.43,14.39,82.12
2023-04-29,3.15,17.74,0.0,17.74,2.01,5.0,14.0,92.06
2023-04-30,3.19,15.03,0.0,15.03,0.49,6.84,8.45,89.01
2023-05-01,3.5,3.4,0.0,3.4,0.57,6.78,7.63,84.87
2023-05-02,3.52,0.26,0.0,0.26,-1.08,7.16,10.41,75.49
2023-05-03,4.55,0.15,0.0,0.15,0.29,7.81,9.31,75.49
2023-05-04,7.38,0.0,0.0,0.0,-0.67,10.82,10.3,68.35
2023-05-05,8.18,0.0,0.0,0.0,0.93,12.13,7.37,68.89
2023-05-06,8.08,1.11,0.0,1.11,2.59,10.41,9.31,74.42
2023-05-07,7.38,4.27,0.0,4.27,4.75,10.93,13.05,85.18
2023-05-08,4.83,1.97,0.0,1.97,2.42,6.56,9.26,90.06
2023-05-09,5.74,1.66,0.0,1.66,2.84,8.34,8.01,88.25
2023-05-10,5.75,0.1,0.0,0.1,3.01,8.21,6.73,88.1
2023-05-11,5.2,6.06,0.0,6.06,3.19,7.12,8.96,91.64
2023-05-12,6.03,4.69,0.0,4.69,3.52,7.76,7.94,86.26
2023-05-13,5.08,14.96,0.0,14.96,3.31,7.22,12.27,92.87
2023-05-14,4.53,17.85,0.0,17.85,1.64,6.02,15.24,84.91
2023-05-15,6.09,1.18,0.0,1.18,2.06,9.59,9.98,69.72
2023-05-16,7.54,0.0,0.0,0.0,0.92,11.86,10.44,70.21
2023-05-17,8.78,0.0,0.0,0.0,2.01,11.92,8.41,68.61
2023-05-18,9.64,3.39,0.0,3.39,3.24,13.72,8.5,74.74
2023-05-19,8.75,1.1,0.0,1.1,4.06,11.21,9.64,79.97
2023-05-20,7.01,4.78,0.0,4.78,3.15,9.19,8.01,82.88
2023-05-21,7.39,1.81,0.0,1.81,4.74,9.01,7.86,87.4
2023-05-22,10.37,6.14,0.0,6.14,3.88,13.36,9.4,81.28
2023-05-23,12.89,1.05,0.0,1.05,7.6,19.69,15.4,74.54
2023-05-24,10.64,0.05,0.0,0.05,5.67,14.99,11.91,79.07
2023-05-25,10.38,1.11,0.0,1.11,5.34,14.35,8.93,79.92
2023-05-26,10.39,0.29,0.0,0.29,6.95,13.22,7.89,83.24
2023-05-27,10.92,0.12,0.0,0.12,6.91,13.43,7.21,82.95
2023-05-28,11.14,2.49,0.0,2.49,7.73,14.27,8.59,82.23
2023-05-29,13.28,2.32,0.0,2.32,8.51,16.79,10.64,81.66
2023-05-30,13.33,0.34,0.0,0.34,9.35,17.38,8.64,77.79
2023-05-31,11.84,1.72,0.0,1.72,8.41,14.94,9.42,80.85
2023-06-01,11.58,0.34,0.0,0.34,7.64,14.12,6.55,86.72
2023-06-02,12.41,0.29,0.0,0.29,7.83,14.89,7.89,85.16
2023-06-03,15.81,0.31,0.0,0.31,9.81,20.98,11.39,71.69
2023-06-04,14.1,0.38,0.0,0.38,10.43,17.72,13.49,80.13
2023-06-05,11.64,1.32,0.0,1.32,8.7,15.39,9.04,89.58
2023-06-06,11.58,3.41,0.0,3.41,8.29,14.52,9.8,89.01
2023-06-07,12.27,5.75,0.0,5.75,8.37,14.93,9.5,83.96
2023-06-08,13.82,0.0,0.0,0.0,7.11,16.69,8.27,83.07
2023-06-09,12.94,2.52,0.0,2.52,9.43,17.55,10.07,79.56
2023-06-10,12.27,3.75,0.0,3.75,10.36,14.01,9.41,87.12
2023-06-11,14.3,0.02,0.0,0.02,9.96,17.04,7.03,84.78
2023-06-12,13.84,2.61,0.0,2.61,10.29,16.71,7.83,84.45
2023-06-13,12.88,2.19,0.0,2.19,10.61,15.62,8.45,87.21
2023-06-14,12.88,1.95,0.0,1.95,9.64,14.86,9.53,88.91
2023-06-15,10.89,36.98,0.0,36.98,9.36,13.3,11.49,93.1
2023-06-16,13.48,4.59,0.0,4.59,8.61,16.22,7.88,84.58
2023-06-17,15.01,0.0,0.0,0.0,8.62,17.82,9.18,80.02
2023-06-18,13.71,1.18,0.0,1.18,10.85,16.27,9.44,82.78
2023-06-19,14.3,0.76,0.0,0.76,9.32,17.59,8.06,84.81
2023-06-20,11.66,22.61,0.0,22.61,9.63,14.19,10.16,92.54
2023-06-21,13.07,4.81,0.0,4.81,9.38,16.45,11.82,85.63
2023-06-22,10.57,3.63,0.0,3.63,8.62,13.36,12.75,85.9
2023-06-23,10.83,23.1,0.0,23.1,8.2,13.68,9.38,86.39
2023-06-24,13.75,1.92,0.0,1.92,7.87,16.5,7.87,78.53
2023-06-25,15.04,0.0,0.0,0.0,8.65,18.51,8.71,83.44
2023-06-26,15.32,0.1,0.0,0.1,10.22,18.44,7.73,85.44
2023-06-27,13.43,0.63,0.0,0.63,11.02,16.24,9.08,86.77
2023-06-28,15.09,2.27,0.0,2.27,9.17,17.99,8.65,78.77
2023-06-29,14.35,0.0,0.0,0.0,9.93,17.78,8.18,81.57
2023-06-30,12.09,26.11,0.0,26.11,9.57,15.04,11.68,89.73
2023-07-01,12.28,3.12,0.0,3.12,7.54,15.78,8.59,77.01
2023-07-02,13.96,0.0,0.0,0.0,7.2,17.56,9.41,73.29
2023-07-03,15.87,0.0,0.0,0.0,9.46,19.15,9.29,74.01
2023-07-04,16.83,0.0,0.0,0.0,10.65,20.27,8.91,72.07
2023-07-05,16.95,0.0,0.0,0.0,10.87,19.75,7.62,78.77
2023-07-06,18.32,0.0,0.0,0.0,12.04,22.67,8.44,76.07
2023-07-07,17.93,1.11,0.0,1.11,13.79,23.16,10.38,80.79
2023-07-08,15.44,12.55,0.0,12.55,12.29,18.36,9.03,86.3
2023-07-09,14.12,33.85,0.0,33.85,12.63,17.07,13.71,91.01
2023-07-10,13.23,33.42,0.0,33.42,9.47,17.53,18.19,88.67
2023-07-11,12.46,25.26,0.0,25.26,8.21,15.79,12.43,78.19
2023-07-12,13.12,1.19,0.0,1.19,6.88,18.29,11.9,62.26
2023-07-13,14.82,0.0,0.0,0.0,8.33,19.31,10.4,61.1
2023-07-14,14.8,0.0,0.0,0.0,9.04,19.2,8.87,71.99
2023-07-15,14.87,0.0,0.0,0.0,9.0,19.47,9.66,69.44
2023-07-16,13.47,2.33,0.0,2.33,10.34,17.17,12.51,77.34
2023-07-17,13.41,0.6,0.0,0.6,9.12,17.72,11.52,72.43
2023-07-18,13.41,0.0,0.0,0.0,7.56,17.36,11.1,70.85
2023-07-19,13.82,0.0,0.0,0.0,8.59,17.58,8.89,75.99
2023-07-20,14.76,0.0,0.0,0.0,10.29,18.93,8.77,78.33
2023-07-21,15.21,0.14,0.0,0.14,11.65,19.65,7.84,81.52
2023-07-22,15.81,0.0,0.0,0.0,10.88,19.6,8.47,79.76
2023-07-23,16.12,0.0,0.0,0.0,12.09,19.39,7.41,78.39
2023-07-24,14.71,4.02,0.0,4.02,11.61,18.57,10.27,81.11
2023-07-25,13.88,7.71,0.0,7.71,11.19,18.36,11.2,84.44
2023-07-26,15.9,0.0,0.0,0.0,11.25,20.51,8.44,79.06
2023-07-27,20.2,0.0,0.0,0.0,12.47,25.71,8.87,73.42
2023-07-28,15.21,8.5,0.0,8.5,12.37,18.67,18.26,82.22
2023-07-29,15.4,4.2,0.0,4.2,9.32,19.13,9.88,78.62
2023-07-30,14.54,1.2,0.0,1.2,11.15,18.03,8.45,79.13
2023-07-31,15.71,0.76,0.0,0.76,10.8,18.48,8.61,78.71
2023-08-01,16.75,0.0,0.0,0.0,12.13,19.29,8.54,81.77
2023-08-02,17.24,0.1,0.0,0.1,12.08,20.56,8.58,82.25
2023-08-03,17.54,0.0,0.0,0.0,12.35,21.29,9.09,78.3
2023-08-04,17.65,1.46,0.0,1.46,13.2,20.68,8.08,81.63
2023-08-05,18.46,0.0,0.0,0.0,12.47,22.04,8.54,78.11
2023-08-06,21.37,0.0,0.0,0.0,13.95,25.37,9.83,72.25
2023-08-07,21.22,0.0,0.0,0.0,15.86,25.31,12.35,72.37
2023-08-08,19.3,0.21,0.0,0.21,13.76,22.34,8.1,78.74
2023-08-09,17.47,6.6,0.0,6.6,15.38,19.8,8.86,88.77
2023-08-10,18.55,12.68,0.0,12.68,15.29,21.9,9.1,83.8
2023-08-11,17.76,8.18,0.0,8.18,15.73,21.29,10.81,86.56
2023-08-12,16.81,7.26,0.0,7.26,15.14,19.33,11.54,89.82
2023-08-13,17.48,2.29,0.0,2.29,14.82,20.15,8.04,88.21
2023-08-14,17.94,0.14,0.0,0.14,14.68,21.75,6.76,84.68
2023-08-15,17.69,0.0,0.0,0.0,13.75,20.73,7.76,81.54
2023-08-16,17.87,0.04,0.0,0.04,13.65,20.57,8.33,81.01
2023-08-17,17.94,0.47,0.0,0.47,14.91,20.66,8.34,83.92
2023-08-18,17.53,0.21,0.0,0.21,14.48,20.54,7.85,83.64
2023-08-19,17.74,0.26,0.0,0.26,13.83,20.75,8.25,80.39
2023-08-20,17.53,0.0,0.0,0.0,12.38,20.86,9.5,76.24
2023-08-21,17.38,3.18,0.0,3.18,14.08,20.17,9.78,84.43
2023-08-22,16.7,4.36,0.0,4.36,12.87,20.74,8.36,82.2
2023-08-23,17.16,0.3,0.0,0.3,12.67,20.56,8.94,78.06
2023-08-24,16.57,1.9,0.0,1.9,12.52,19.96,9.73,80.0
2023-08-25,14.49,9.47,0.0,9.47,12.21,17.84,13.33,83.54
2023-08-26,15.0,0.6,0.0,0.6,10.82,18.55,12.61,71.68
2023-08-27,15.41,0.0,0.0,0.0,10.23,18.92,10.77,76.0
2023-08-28,15.56,0.79,0.0,0.79,11.75,18.82,10.65,80.72
2023-08-29,15.0,10.61,0.0,10.61,12.42,17.84,8.84,82.82
2023-08-30,16.99,0.0,0.0,0.0,11.15,20.69,10.34,75.39
2023-08-31,18.87,0.0,0.0,0.0,13.44,22.83,9.16,70.07
2023-09-01,17.47,0.13,0.0,0.13,13.5,20.95,9.64,71.92
2023-09-02,17.15,0.98,0.0,0.98,14.67,19.79,8.21,85.87
2023-09-03,15.51,11.59,0.0,11.59,13.6,17.8,10.33,88.97
2023-09-04,15.49,8.24,0.0,8.24,13.24,17.96,9.36,83.39
2023-09-05,16.74,0.0,0.0,0.0,11.62,20.54,8.82,79.02
2023-09-06,16.47,1.95,0.0,1.95,13.55,19.52,8.48,85.58
2023-09-07,14.85,9.99,0.0,9.99,13.33,17.95,10.88,88.54
2023-09-08,14.18,7.69,0.0,7.69,11.89,17.48,13.31,80.35
2023-09-09,12.84,7.02,0.0,7.02,10.78,15.53,17.75,79.43
2023-09-10,10.73,13.59,0.0,13.59,8.1,13.73,14.64,76.6
2023-09-11,10.23,1.29,0.0,1.29,6.81,13.25,9.66,77.14
2023-09-12,10.39,12.87,0.0,12.87,7.46,14.19,10.09,82.64
2023-09-13,10.18,10.86,0.0,10.86,6.99,14.72,11.74,78.72
2023-09-14,11.7,2.41,0.0,2.41,7.21,16.25,10.69,74.71
2023-09-15,12.86,0.0,0.0,0.0,6.67,15.99,10.22,77.43
2023-09-16,13.24,1.8,0.0,1.8,8.86,15.91,9.65,82.05
2023-09-17,11.57,4.02,0.0,4.02,8.64,15.05,11.73,83.44
2023-09-18,10.44,7.56,0.0,7.56,7.81,14.06,11.73,83.96
2023-09-19,11.93,0.0,0.0,0.0,6.98,16.89,10.04,77.73
2023-09-20,13.37,0.17,0.0,0.17,8.51,16.65,10.56,77.17
2023-09-21,14.33,0.49,0.0,0.49,9.49,16.97,8.11,83.53
2023-09-22,15.37,0.0,0.0,0.0,10.74,19.12,7.5,79.79
2023-09-23,14.8,0.0,0.0,0.0,11.17,17.94,7.8,78.31
2023-09-24,15.03,0.0,0.0,0.0,10.38,20.27,7.41,79.97
2023-09-25,13.62,0.22,0.0,0.22,9.82,17.56,8.65,84.87
2023-09-26,14.6,7.2,0.0,7.2,10.66,18.71,8.34,83.11
2023-09-27,15.38,0.13,0.0,0.13,10.69,19.15,9.31,77.08
2023-09-28,15.06,0.0,0.0,0.0,11.18,19.68,10.36,77.18
2023-09-29,14.96,0.0,0.0,0.0,10.29,19.82,8.53,76.98
2023-09-30,14.13,0.0,0.0,0.0,10.77,17.26,8.6,81.91
2023-10-01,13.62,0.72,0.0,0.72,9.6,17.34,9.09,78.68
2023-10-02,10.33,43.02,0.0,43.02,8.81,12.73,14.41,87.45
2023-10-03,10.44,34.67,0.0,34.67,7.35,14.08,16.77,89.86
2023-10-04,8.61,26.83,0.0,26.83,5.69,11.3,12.01,83.19
2023-10-05,10.33,1.58,0.0,1.58,5.09,14.14,10.35,77.87
2023-10-06,10.52,0.0,0.0,0.0,5.27,13.87,10.19,80.48
2023-10-07,8.99,6.18,0.0,6.18,6.15,12.5,9.6,82.86
2023-10-08,10.86,0.0,0.0,0.0,4.52,15.75,11.67,69.53
2023-10-09,8.26,22.86,0.0,22.86,4.09,14.82,15.88,75.77
2023-10-10,6.6,0.1,0.0,0.1,2.46,9.27,8.48,77.87
2023-10-11,5.03,11.0,0.0,11.0,3.33,7.28,10.11,88.39
2023-10-12,6.45,0.44,0.0,0.44,2.74,11.15,10.27,80.1
2023-10-13,7.32,0.0,0.0,0.0,2.64,11.98,9.89,74.64
2023-10-14,7.57,0.0,0.0,0.0,2.26,12.26,10.69,70.21
2023-10-15,11.29,0.0,0.0,0.0,3.76,16.73,11.58,61.61
2023-10-16,9.82,0.91,0.0,0.91,6.23,12.25,11.0,71.55
2023-10-17,6.3,33.25,0.0,33.25,3.3,9.47,12.9,87.62
2023-10-18,6.12,0.73,0.0,0.73,1.92,8.18,9.48,81.31
2023-10-19,5.09,21.51,0.0,21.51,3.48,6.49,10.67,94.1
2023-10-20,9.03,4.36,0.0,4.36,2.53,13.89,13.98,70.71
2023-10-21,10.75,0.0,0.0,0.0,5.04,16.57,11.88,60.78
2023-10-22,10.93,0.0,0.0,0.0,5.93,16.03,12.6,62.78
2023-10-23,10.92,0.0,0.0,0.0,5.71,15.83,10.76,67.35
2023-10-24,10.72,0.0,0.0,0.0,5.87,15.36,10.2,68.21
2023-10-25,11.04,0.05,0.0,0.05,6.04,14.7,11.27,70.82
2023-10-26,12.18,0.0,0.0,0.0,8.22,15.6,16.33,58.95
2023-10-27,12.96,0.0,0.0,0.0,8.69,18.21,17.05,59.29
2023-10-28,13.92,0.0,0.0,0.0,7.93,20.06,16.17,57.81
2023-10-29,10.88,0.0,0.0,0.0,6.44,14.86,8.71,70.12
2023-10-30,10.32,0.0,0.0,0.0,6.26,13.51,9.27,74.89
2023-10-31,10.74,0.0,0.0,0.0,5.56,14.67,8.24,72.39
2023-11-01,13.57,0.0,0.0,0.0,5.9,19.03,12.03,61.3
2023-11-02,11.37,0.0,0.0,0.0,7.87,14.97,10.02,70.38
2023-11-03,10.41,1.95,0.0,1.95,8.2,14.76,13.05,73.11
2023-11-04,10.02,1.15,0.0,1.15,5.22,15.08,13.77,67.71
2023-11-05,11.47,0.0,0.0,0.0,5.91,17.62,14.86,58.29
2023-11-06,10.12,7.05,0.0,7.05,6.44,16.92,14.75,68.33
2023-11-07,8.38,13.17,0.0,13.17,4.28,11.78,9.03,79.11
2023-11-08,7.0,0.0,0.0,0.0,2.4,11.94,12.73,60.97
2023-11-09,8.34,5.85,0.0,5.85,2.78,13.25,15.99,63.63
2023-11-10,4.71,21.15,0.0,21.15,2.37,8.42,10.18,81.81
2023-11-11,8.03,0.0,0.0,0.0,2.03,12.01,16.81,66.7
2023-11-12,12.14,0.0,0.0,0.0,5.38,16.84,21.71,55.03
2023-11-13,8.39,0.07,0.0,0.07,5.29,11.08,11.24,75.08
2023-11-14,6.79,10.56,0.0,10.56,3.88,11.36,13.91,81.28
2023-11-15,6.35,15.89,0.0,15.89,1.42,10.8,11.07,77.35
2023-11-16,7.4,3.02,0.0,3.02,3.0,11.83,15.5,72.62
2023-11-17,2.64,50.98,0.0,50.98,0.18,6.07,17.92,81.29
2023-11-18,5.27,0.1,0.0,0.1,-0.3,8.2,20.16,58.23
2023-11-19,7.67,1.03,0.0,1.03,4.29,12.06,19.77,66.94
2023-11-20,0.88,36.11,36.11,0.0,-0.1,3.54,16.43,92.76
2023-11-21,-1.0,45.22,45.22,0.0,-2.41,0.37,18.62,89.13
2023-11-22,2.8,8.5,0.0,8.5,-2.5,6.95,16.39,69.8
2023-11-23,2.18,8.39,0.0,8.39,0.17,5.8,16.16,77.9
2023-11-24,2.9,22.6,0.0,22.6,-0.24,5.42,17.02,79.85
2023-11-25,7.77,0.1,0.0,0.1,2.36,10.98,21.27,57.22
2023-11-26,10.65,0.05,0.0,0.05,5.7,15.45,28.39,53.96
