gercek_ziyaretci,yorum_sayisi,ortalama_puan,uygulanan_beta,temp,prcp,snow,rain,wspd,rhum,tatil_mi,ay,hafta_indeksi,Lokasyon Adı,Rakım (m),En Yakın Hastane,Has. Mesafe (km),Ort. Eğim (%),Ziyaretci_2022,Ziyaretci_2023,Ziyaretci_2024,Ziyaretci_2025,Has. Varış Süresi (Dk),Yol Türü & Yüzey Durumu_14 km Asfalt + 12 km Stabilize + Yaya,Yol Türü & Yüzey Durumu_20 km Asfalt + 6 km Stabilize,Yol Türü & Yüzey Durumu_56 km Asfalt + 20-25 km Toprak,Yol Türü & Yüzey Durumu_Asfalt (Dar ve Yüksek Virajlı),Yol Türü & Yüzey Durumu_Tamamı Asfalt,Yol Türü & Yüzey Durumu_Tamamı Asfalt (Eğimli Tırmanış),Yol Türü & Yüzey Durumu_Tamamı Asfalt (Virajlı),Bölge_Batı Karadeniz,Bölge_Doğu Karadeniz,Bölge_Orta Karadeniz
10124,62,0.05,163.27,17.9,4.92,0.0,4.92,15.72,76.26,0,6,181,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
9797,60,0.07,163.27,18.11,6.52,0.0,6.52,14.16,69.45,0,6,182,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
8490,52,0.0,163.27,19.56,9.42,0.0,9.42,14.82,66.78,0,7,183,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
8817,54,0.0,163.27,19.29,9.53,0.0,9.53,15.98,72.17,0,7,184,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
17306,106,0.03,163.27,21.44,0.35,0.0,0.35,14.53,76.75,1,7,185,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
19265,118,0.06,163.27,22.15,2.16,0.0,2.16,11.9,71.28,0,7,186,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
19593,120,0.05,163.27,23.53,0.0,0.0,0.0,12.19,73.69,0,7,187,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
22204,136,0.04,163.27,22.51,3.79,0.0,3.79,12.57,78.35,0,8,188,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
23510,144,0.03,163.27,23.03,0.52,0.0,0.52,13.71,71.26,0,8,189,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
23510,144,0.1,163.27,21.49,0.29,0.0,0.29,12.64,64.95,0,8,190,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
18938,116,0.03,163.27,20.29,5.86,0.0,5.86,15.36,76.42,1,8,191,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
23836,146,0.02,163.27,20.24,0.05,0.0,0.05,11.46,74.26,0,9,192,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
15347,94,0.11,163.27,20.14,17.42,0.0,17.42,13.01,76.76,0,9,193,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
8491,52,0.04,163.27,17.9,19.65,0.0,19.65,13.4,76.75,0,9,194,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
5878,36,0.0,163.27,16.31,28.81,0.0,28.81,20.03,74.49,0,9,195,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
4573,28,0.17,163.27,14.51,22.61,0.0,22.61,13.02,77.3,0,10,196,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
4574,28,0.17,163.27,14.82,12.97,0.0,12.97,13.45,80.71,0,10,197,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
4247,26,0.28,163.27,13.08,47.11,0.0,47.11,17.42,82.92,0,10,198,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
2941,18,0.0,163.27,12.31,30.94,0.0,30.94,13.56,83.8,0,10,199,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
653,4,0.5,163.27,13.82,16.74,0.0,16.74,11.87,79.58,1,10,200,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
4573,28,0.22,163.27,12.07,30.63,0.0,30.63,15.46,78.5,0,11,201,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
2614,16,0.0,163.27,12.84,0.24,0.0,0.24,12.58,88.08,0,11,202,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
2287,14,0.0,163.27,10.1,18.58,0.0,18.58,12.83,81.38,0,11,203,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
2940,18,0.0,163.27,13.84,1.9,0.0,1.9,11.95,62.17,0,11,204,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
980,6,0.75,163.27,11.01,13.48,0.0,13.48,11.98,76.41,0,12,205,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
327,2,0.0,163.27,10.29,2.41,0.0,2.41,14.66,76.98,0,12,206,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
327,2,0.0,163.27,7.01,65.4,0.0,65.4,16.08,87.33,0,12,207,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
653,4,0.5,163.27,5.89,23.0,0.0,23.0,12.52,81.14,0,12,208,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
981,6,0.0,163.27,3.57,80.34,62.73,17.61,20.96,85.53,1,1,209,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
0,0,,163.27,2.02,22.96,20.46,2.5,20.51,77.0,0,1,210,Erfelek Tatlıca Şelaleleri,491,Erfelek D.H.,10.0,4.41,250000,270000,290000,320000,22.5,0,0,0,0,1,0,0,0,0,1
1368,6,5.0,228.08,1.03,6.84,6.84,0.0,3.05,88.16,0,1,1,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4561,20,4.9,228.08,3.96,0.99,0.0,0.99,2.69,77.33,0,1,2,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
3648,16,5.0,228.08,-3.39,24.26,24.18,0.08,4.5,83.57,0,1,3,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
3192,14,5.0,228.08,-5.88,61.22,61.22,0.0,4.89,87.83,0,1,4,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
5017,22,5.0,228.08,-5.76,3.9,3.9,0.0,3.31,84.15,0,2,5,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
5929,26,4.95,228.08,-2.06,9.2,8.73,0.47,3.84,77.26,0,2,6,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4333,19,4.75,228.08,-0.46,18.14,18.14,0.0,3.48,82.8,0,2,7,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
7526,33,4.82,228.08,2.48,6.4,6.39,0.01,2.92,71.46,0,2,8,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
8667,38,4.78,228.08,2.0,30.18,30.03,0.15,3.13,86.8,0,3,9,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6386,28,4.9,228.08,-0.8,17.03,17.02,0.01,4.25,83.53,0,3,10,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
3192,14,4.83,228.08,-4.94,25.58,25.58,0.0,4.54,79.98,0,3,11,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2964,13,4.8,228.08,-4.56,10.77,10.77,0.0,4.54,76.19,0,3,12,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6385,28,5.0,228.08,0.2,2.0,1.15,0.85,4.34,72.18,0,3,13,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4104,18,4.88,228.08,9.84,0.67,0.0,0.67,5.1,46.49,0,4,14,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
3648,16,4.92,228.08,7.83,18.41,0.0,18.41,4.38,70.38,0,4,15,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2736,12,4.83,228.08,5.48,1.82,0.01,1.81,4.56,64.76,1,4,16,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2964,13,4.94,228.08,11.03,2.14,0.0,2.14,3.92,63.23,1,4,17,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4105,18,4.94,228.08,10.67,7.83,0.0,7.83,3.37,72.97,1,5,18,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
15966,70,4.91,228.08,7.48,8.42,0.0,8.42,4.97,77.37,0,5,19,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
12544,55,4.89,228.08,12.63,12.26,0.0,12.26,3.57,58.15,1,5,20,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
8666,38,4.92,228.08,13.51,4.55,0.0,4.55,4.97,62.85,0,5,21,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
13685,60,4.78,228.08,18.47,2.3,0.0,2.3,4.94,57.48,0,6,22,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
9351,41,4.85,228.08,17.33,1.81,0.0,1.81,4.52,72.37,0,6,23,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6842,30,4.69,228.08,15.5,55.42,0.0,55.42,4.19,78.24,0,6,24,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
8437,37,4.82,228.08,17.14,14.14,0.0,14.14,4.18,75.4,0,6,25,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
10719,47,4.62,228.08,14.09,57.34,0.0,57.34,5.45,80.1,0,6,26,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
7982,35,4.84,228.08,16.28,45.83,0.0,45.83,3.94,75.28,1,7,27,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
10035,44,4.76,228.08,16.89,14.2,0.0,14.2,4.22,73.9,1,7,28,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
22352,98,4.73,228.08,16.36,2.37,0.0,2.37,4.9,68.86,0,7,29,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
15282,67,4.7,228.08,17.9,0.26,0.0,0.26,4.51,62.05,0,7,30,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
13685,60,4.8,228.08,20.58,0.85,0.0,0.85,4.43,67.05,0,8,31,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
12088,53,4.62,228.08,19.91,0.34,0.0,0.34,4.46,71.85,0,8,32,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
13457,59,4.76,228.08,18.63,37.72,0.0,37.72,4.32,76.46,0,8,33,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
14370,63,4.82,228.08,20.64,1.93,0.0,1.93,3.85,70.42,0,8,34,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
10492,46,4.66,228.08,20.48,13.98,0.0,13.98,3.6,73.03,1,9,35,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
11175,49,4.88,228.08,19.38,1.18,0.0,1.18,4.52,76.11,0,9,36,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
12773,56,4.86,228.08,15.82,3.37,0.0,3.37,4.04,65.71,0,9,37,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6385,28,4.65,228.08,16.46,2.02,0.0,2.02,3.69,61.34,0,9,38,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
7982,35,4.77,228.08,8.86,8.0,0.0,8.0,4.3,69.58,0,9,39,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
10036,44,4.91,228.08,13.75,13.71,0.0,13.71,3.49,68.29,0,10,40,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
7070,31,4.83,228.08,8.99,25.13,0.0,25.13,3.92,86.8,0,10,41,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
9351,41,4.91,228.08,9.64,15.51,0.0,15.51,2.65,87.56,0,10,42,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
7753,34,4.74,228.08,8.31,3.05,0.0,3.05,3.19,75.67,1,10,43,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
10034,44,4.7,228.08,6.94,0.02,0.0,0.02,2.31,77.12,0,11,44,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
16422,72,4.8,228.08,7.01,0.17,0.0,0.17,2.21,70.47,0,11,45,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
11860,52,4.79,228.08,4.97,0.58,0.0,0.58,2.17,76.01,0,11,46,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
17791,78,4.87,228.08,8.84,5.01,0.0,5.01,3.96,65.25,0,11,47,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
11404,50,4.93,228.08,3.76,32.96,6.22,26.74,3.99,82.17,0,12,48,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
9124,40,4.82,228.08,3.75,6.11,0.0,6.11,1.87,88.8,0,12,49,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4788,21,4.77,228.08,5.92,11.07,0.0,11.07,2.91,74.79,0,12,50,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4104,18,5.0,228.08,5.53,17.11,3.01,14.1,3.24,83.94,0,12,51,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2280,10,4.75,228.08,0.2,20.69,20.69,0.0,3.3,78.36,1,12,52,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4544,18,5.0,253.21,1.25,3.08,0.68,2.4,1.71,82.81,0,1,53,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4424,14,4.9,316.05,-0.09,3.09,3.09,0.0,2.17,77.22,0,1,54,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6320,20,5.0,316.05,2.41,0.07,0.04,0.03,2.44,71.45,0,1,55,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4108,13,5.0,316.05,6.35,0.0,0.0,0.0,3.13,58.66,0,1,56,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6636,21,5.0,316.05,1.49,9.6,8.53,1.07,3.91,73.1,0,2,57,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
9480,30,4.95,316.05,-2.7,8.75,8.75,0.0,4.01,79.97,0,2,58,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
1580,5,4.75,316.05,-4.29,15.57,15.57,0.0,3.08,79.44,0,2,59,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2844,9,5.0,316.05,0.65,14.28,14.28,0.0,4.85,70.52,0,2,60,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
3792,12,4.93,316.05,6.76,0.69,0.0,0.69,3.49,62.52,0,3,61,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
1580,5,5.0,316.05,5.26,32.26,20.15,12.11,3.02,82.27,0,3,62,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2528,8,4.75,316.05,5.9,23.47,6.69,16.78,4.45,70.5,0,3,63,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
3160,10,4.75,316.05,3.35,35.74,10.59,25.15,3.21,83.94,0,3,64,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2528,8,4.4,316.05,6.02,2.81,0.0,2.81,3.12,76.21,0,3,65,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6952,22,4.42,316.05,4.31,31.51,9.35,22.16,4.96,71.78,0,4,66,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
2212,7,4.8,316.05,6.22,23.21,0.0,23.21,4.27,74.79,0,4,67,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
3476,11,4.48,316.05,9.19,21.0,0.0,21.0,4.35,69.84,1,4,68,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
12009,38,4.86,316.05,8.84,14.56,0.0,14.56,4.2,73.34,0,4,69,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
11060,35,4.4,316.05,6.61,32.76,2.36,30.4,4.93,73.66,1,5,70,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
11692,37,4.63,316.05,9.97,9.28,0.0,9.28,3.73,69.33,0,5,71,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
4740,15,4.93,316.05,9.75,6.62,0.0,6.62,4.54,78.44,1,5,72,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
10744,34,4.78,316.05,12.81,25.18,0.0,25.18,4.23,79.29,0,5,73,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
8848,28,4.74,316.05,12.59,17.45,0.0,17.45,3.06,84.34,0,6,74,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
5372,17,4.57,316.05,13.03,73.6,0.0,73.6,3.37,81.2,0,6,75,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6320,20,5.0,316.05,15.98,1.18,0.0,1.18,4.16,76.86,0,6,76,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
6636,21,4.96,316.05,15.83,43.55,0.0,43.55,4.16,78.12,0,6,77,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
8848,28,4.94,316.05,16.75,37.17,0.0,37.17,4.36,71.97,1,6,78,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
18962,60,4.59,316.05,18.16,4.2,0.0,4.2,4.54,67.99,0,7,79,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
18331,58,4.8,316.05,18.6,77.64,0.0,77.64,4.77,74.24,1,7,80,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
18014,57,4.84,316.05,20.02,0.01,0.0,0.01,4.52,63.7,0,7,81,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
18645,59,4.85,316.05,21.51,2.01,0.0,2.01,4.89,61.93,0,7,82,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
22123,70,4.59,316.05,19.2,4.66,0.0,4.66,4.85,64.36,0,8,83,Gölcük Tabiat Parkı,1217,Bolu İzzet B. D.H.,15.0,3.24,450000,488610,412081,450000,22.5,0,0,0,0,1,0,0,1,0,0
