time,Borçka Karagöl Tabiat Parkı - Artvin_temp,Borçka Karagöl Tabiat Parkı - Artvin_prcp,Borçka Karagöl Tabiat Parkı - Artvin_snow,Borçka Karagöl Tabiat Parkı - Artvin_rain,Borçka Karagöl Tabiat Parkı - Artvin_tmin,Borçka Karagöl Tabiat Parkı - Artvin_tmax,Borçka Karagöl Tabiat Parkı - Artvin_wspd,Borçka Karagöl Tabiat Parkı - Artvin_rhum
2024-12-08,0.75,0.0,0.0,0.0,-2.46,5.06,18.02,53.16
2024-12-09,0.99,0.0,0.0,0.0,-1.2,6.1,15.74,62.49
2024-12-10,0.85,0.0,0.0,0.0,-2.02,5.92,18.75,65.42
2024-12-14,-9.82,45.29,45.29,0.0,-10.98,-8.32,18.01,80.98
2024-12-15,-8.56,6.6,6.6,0.0,-12.45,-5.48,23.29,56.59
2024-12-16,-7.08,8.83,8.83,0.0,-9.62,-4.17,14.81,67.6
2024-12-17,-5.82,11.72,11.72,0.0,-7.87,-2.63,12.88,85.44
2024-12-18,-3.47,24.57,24.57,0.0,-6.71,-1.14,18.8,89.63
2024-12-19,-2.06,10.67,10.67,0.0,-6.03,0.73,12.79,83.75
2024-12-20,-3.63,0.0,0.0,0.0,-6.22,0.91,15.7,67.78
2024-12-21,-2.67,0.0,0.0,0.0,-6.18,2.34,18.77,59.48
2024-12-22,-2.13,0.33,0.33,0.0,-4.28,1.49,18.09,55.43
2024-12-23,-1.47,0.04,0.04,0.0,-4.98,3.24,17.76,63.75
2024-12-24,0.3,0.07,0.07,0.0,-2.21,4.48,17.75,62.44
2024-12-25,0.78,0.0,0.0,0.0,-1.78,5.95,20.31,60.52
2024-12-26,0.2,0.0,0.0,0.0,-1.7,3.35,17.24,56.64
2024-12-27,-0.56,0.07,0.07,0.0,-2.39,1.97,10.9,68.77
2024-12-28,-1.44,16.38,16.38,0.0,-2.9,-0.09,10.08,89.52
2024-12-29,-3.79,10.78,10.78,0.0,-5.24,-1.32,6.27,87.26
2024-12-30,-3.44,0.0,0.0,0.0,-5.52,0.36,7.49,78.59
2024-12-31,-4.09,1.52,1.52,0.0,-4.87,-3.15,6.71,83.71
2025-01-01,-4.02,1.37,1.37,0.0,-5.76,-1.13,5.94,83.96
2025-01-02,-2.9,0.0,0.0,0.0,-6.51,1.5,14.56,68.66
2025-01-03,-3.35,0.0,0.0,0.0,-6.23,1.49,15.85,54.16
2025-01-04,-3.54,0.0,0.0,0.0,-7.32,1.53,16.16,50.18
2025-01-05,-3.78,5.04,5.04,0.0,-6.12,-0.26,10.23,68.34
2025-01-06,-4.57,7.19,7.19,0.0,-7.21,-0.42,6.84,80.44
2025-01-07,-2.84,0.0,0.0,0.0,-6.56,1.81,16.21,61.69
2025-01-08,-1.67,0.0,0.0,0.0,-5.08,3.56,14.74,58.27
2025-01-09,-1.74,0.0,0.0,0.0,-4.81,3.22,12.41,59.04
2025-01-10,-1.36,0.0,0.0,0.0,-5.06,3.16,12.27,61.12
2025-01-11,-1.26,0.0,0.0,0.0,-5.44,3.51,10.3,61.93
2025-01-12,-1.16,0.0,0.0,0.0,-4.86,5.03,13.45,57.09
2025-01-13,0.08,0.0,0.0,0.0,-3.01,3.96,17.88,58.34
2025-01-14,-2.21,3.19,3.19,0.0,-4.6,0.94,8.17,82.13
2025-01-15,-2.08,1.26,1.26,0.0,-4.87,0.52,6.24,82.01
2025-01-16,-2.93,14.01,14.01,0.0,-4.57,-1.71,8.11,88.52
2025-01-17,-5.38,14.31,14.31,0.0,-6.65,-3.73,12.12,88.53
2025-01-18,-5.19,8.3,8.3,0.0,-6.65,-4.03,12.14,86.05
2025-01-19,-5.02,39.51,39.51,0.0,-6.04,-3.46,16.66,89.46
2025-01-20,-6.43,23.07,23.07,0.0,-7.47,-4.9,13.77,86.57
2025-01-21,-5.33,1.2,1.2,0.0,-8.76,-1.13,12.28,69.59
2025-01-22,-3.03,0.0,0.0,0.0,-6.64,1.26,16.34,55.79
2025-01-23,-2.98,0.0,0.0,0.0,-5.68,0.49,9.38,58.01
2025-01-24,-3.01,0.0,0.0,0.0,-5.7,0.34,9.24,69.09
2025-01-25,-1.83,0.0,0.0,0.0,-5.1,3.26,13.28,62.41
2025-01-26,-3.28,0.62,0.62,0.0,-5.42,-0.58,10.2,68.33
2025-01-27,-3.96,0.0,0.0,0.0,-6.94,0.76,10.05,67.6
2025-01-28,-2.82,0.0,0.0,0.0,-6.87,1.79,12.77,54.67
2025-01-29,-2.54,0.0,0.0,0.0,-6.19,3.32,15.87,44.19
2025-01-30,-2.22,0.0,0.0,0.0,-5.94,4.0,14.27,42.49
2025-01-31,-2.32,0.0,0.0,0.0,-6.28,3.59,12.5,52.64
2025-02-01,-3.17,0.0,0.0,0.0,-6.76,2.93,8.24,59.22
2025-02-02,-3.64,0.0,0.0,0.0,-6.94,1.54,9.22,67.8
2025-02-03,-3.71,0.0,0.0,0.0,-7.29,1.32,8.86,66.7
2025-02-04,-4.83,7.79,7.79,0.0,-7.67,-0.03,10.26,71.65
2025-02-05,-6.23,4.88,4.88,0.0,-8.05,-3.79,6.09,85.83
2025-02-06,-6.53,4.05,4.05,0.0,-7.7,-5.64,8.0,88.32
2025-02-07,-5.28,1.16,1.16,0.0,-7.75,-2.07,6.84,83.87
2025-02-08,-5.07,0.63,0.63,0.0,-7.21,-2.55,6.56,85.32
2025-02-09,-5.37,0.22,0.22,0.0,-8.57,-1.41,6.45,81.1
2025-02-10,-6.22,0.0,0.0,0.0,-9.58,-1.2,8.43,74.51
2025-02-11,-5.85,0.0,0.0,0.0,-9.69,-0.28,9.07,65.19
2025-02-12,-5.38,0.11,0.11,0.0,-9.24,0.76,9.65,62.79
2025-02-13,-4.39,0.91,0.91,0.0,-8.3,0.36,8.56,69.05
2025-02-14,-5.88,8.97,8.97,0.0,-8.14,-4.09,10.48,87.5
2025-02-15,-3.67,0.0,0.0,0.0,-8.45,1.43,12.08,66.03
2025-02-16,-1.99,0.0,0.0,0.0,-5.59,2.66,10.75,57.13
2025-02-17,-1.42,0.0,0.0,0.0,-5.82,3.64,7.69,66.82
2025-02-18,-2.93,9.35,9.35,0.0,-5.5,0.9,9.88,75.24
2025-02-19,-7.18,20.87,20.87,0.0,-9.22,-4.52,8.93,87.31
2025-02-20,-9.52,18.65,18.65,0.0,-10.62,-8.25,11.52,87.42
2025-02-21,-11.59,6.87,6.87,0.0,-13.41,-9.37,9.02,81.2
2025-02-22,-11.81,2.67,2.67,0.0,-14.55,-8.12,9.8,76.94
2025-02-23,-11.39,7.55,7.55,0.0,-13.8,-7.2,14.89,74.53
2025-02-24,-11.59,19.01,19.01,0.0,-14.48,-9.49,16.28,82.35
2025-02-25,-9.22,17.9,17.9,0.0,-11.14,-6.93,16.15,75.45
2025-02-26,-10.13,22.88,22.88,0.0,-11.35,-8.43,13.64,85.36
2025-02-27,-8.88,11.23,11.23,0.0,-11.95,-4.92,8.55,76.48
2025-02-28,-9.58,3.59,3.59,0.0,-13.65,-1.68,11.14,61.93
2025-03-01,-8.05,3.46,3.46,0.0,-9.64,-5.83,8.75,83.68
2025-03-02,-6.77,1.3,1.3,0.0,-10.25,-2.09,10.09,62.48
2025-03-03,-6.2,5.05,5.05,0.0,-8.58,-3.13,11.83,70.79
2025-03-04,-6.15,2.05,2.05,0.0,-8.69,-1.83,7.3,80.52
2025-03-05,-4.88,0.0,0.0,0.0,-9.16,1.2,9.08,69.6
2025-03-06,-4.17,0.0,0.0,0.0,-8.41,0.75,8.59,67.18
2025-03-07,-2.3,0.0,0.0,0.0,-7.32,4.51,7.47,57.93
2025-03-08,-1.68,0.0,0.0,0.0,-5.46,3.98,8.76,60.91
2025-03-09,0.66,0.0,0.0,0.0,-4.97,7.18,8.55,60.63
2025-03-10,0.94,0.0,0.0,0.0,-3.4,7.68,7.22,62.09
2025-03-11,1.64,0.0,0.0,0.0,-3.95,7.99,7.06,63.42
2025-03-12,5.35,0.0,0.0,0.0,-0.69,14.73,18.0,43.72
2025-03-13,6.6,0.0,0.0,0.0,-0.62,14.37,17.44,37.51
2025-03-14,6.86,0.0,0.0,0.0,1.36,15.79,16.23,36.8
2025-03-15,7.13,0.0,0.0,0.0,0.6,14.77,16.15,41.68
2025-03-16,8.51,0.0,0.0,0.0,2.7,16.62,17.07,42.85
2025-03-17,8.45,0.0,0.0,0.0,2.46,15.46,15.83,49.96
2025-03-18,2.2,0.0,0.0,0.0,-2.11,7.9,13.41,66.35
2025-03-19,-4.52,0.0,0.0,0.0,-6.74,-1.49,9.2,76.43
2025-03-20,-6.48,1.87,1.87,0.0,-7.76,-4.64,8.79,79.83
2025-03-21,-5.4,1.98,1.98,0.0,-7.4,-2.97,7.55,81.37
2025-03-22,-5.27,12.11,12.11,0.0,-7.42,-3.35,9.59,87.0
2025-03-23,-3.06,1.26,1.26,0.0,-5.88,0.14,7.81,76.18
2025-03-24,-1.19,0.0,0.0,0.0,-6.46,4.76,10.09,59.11
2025-03-25,2.5,0.0,0.0,0.0,-3.52,9.65,10.72,52.22
2025-03-26,5.23,1.12,0.0,1.12,0.58,9.73,10.37,67.16
2025-03-27,6.4,0.0,0.0,0.0,2.73,10.91,12.7,67.13
2025-03-28,10.59,0.0,0.0,0.0,2.42,16.73,15.56,50.2
2025-03-29,11.31,0.02,0.0,0.02,5.75,18.92,16.7,47.09
2025-03-30,9.18,1.08,0.0,1.08,3.41,17.77,14.18,59.44
2025-03-31,4.23,3.83,0.0,3.83,1.77,7.18,7.61,80.29
2025-04-01,8.55,3.17,0.0,3.17,0.74,14.69,12.29,57.13
2025-04-02,7.99,2.77,0.0,2.77,3.8,13.61,13.15,59.85
2025-04-03,2.59,9.46,0.0,9.46,0.79,6.63,10.41,84.75
2025-04-04,2.82,1.96,0.0,1.96,0.09,7.16,6.17,83.24
2025-04-05,2.99,2.03,0.0,2.03,0.16,6.46,7.42,78.17
2025-04-06,5.19,0.89,0.0,0.89,0.14,10.93,10.16,67.11
2025-04-07,7.51,2.02,0.0,2.02,2.35,12.57,13.62,59.4
2025-04-08,1.03,1.89,1.89,0.0,-1.08,6.84,11.37,78.37
2025-04-09,-0.92,8.94,8.94,0.0,-4.43,1.99,11.3,82.6
2025-04-10,-4.74,11.98,11.98,0.0,-5.98,-3.57,9.13,84.92
2025-04-11,-1.66,1.32,1.32,0.0,-7.46,3.94,10.37,69.11
2025-04-12,-4.74,11.04,11.04,0.0,-7.8,-1.47,10.51,78.86
2025-04-13,-2.33,0.25,0.25,0.0,-6.59,2.31,10.68,76.67
2025-04-14,-2.59,2.42,2.42,0.0,-4.43,0.25,7.65,84.69
2025-04-15,-3.09,13.27,13.27,0.0,-4.54,-1.37,8.0,89.93
2025-04-16,-1.5,2.19,2.19,0.0,-3.77,1.02,8.55,85.28
2025-04-17,2.03,0.42,0.0,0.42,-3.27,7.59,8.13,79.64
2025-04-18,3.26,0.0,0.0,0.0,-1.86,10.46,6.89,69.45
2025-04-19,6.52,0.0,0.0,0.0,0.41,11.59,10.41,66.02
2025-04-20,5.17,3.48,0.0,3.48,0.37,12.79,12.16,78.13
2025-04-21,4.3,3.73,0.0,3.73,0.02,8.13,6.65,81.71
2025-04-22,6.35,0.17,0.0,0.17,1.24,11.35,6.7,77.46
2025-04-23,5.13,1.97,0.0,1.97,2.61,9.44,7.61,81.56
2025-04-24,5.82,0.39,0.0,0.39,2.63,10.78,7.6,77.11
2025-04-25,6.02,4.79,0.0,4.79,2.38,10.19,11.75,78.58
2025-04-26,5.43,3.87,0.0,3.87,1.99,11.69,8.52,77.58
2025-04-27,3.77,10.95,0.0,10.95,2.12,6.08,6.92,88.09
2025-04-28,0.14,2.89,2.89,0.0,-2.2,3.32,10.91,85.97
2025-04-29,-0.02,0.0,0.0,0.0,-3.31,3.07,6.2,76.9
2025-04-30,1.84,1.52,1.52,0.0,-1.65,6.72,6.78,76.29
2025-05-01,5.88,0.34,0.0,0.34,-0.96,12.3,9.45,68.4
2025-05-02,4.88,5.88,0.0,5.88,1.77,8.96,11.68,80.39
2025-05-03,2.56,1.06,0.0,1.06,0.5,4.98,7.64,86.88
2025-05-04,4.19,0.84,0.0,0.84,0.83,9.4,7.97,78.42
2025-05-05,4.91,1.31,0.0,1.31,0.21,9.2,6.36,77.28
2025-05-06,6.63,0.56,0.0,0.56,2.06,11.68,7.42,70.38
2025-05-07,9.39,0.0,0.0,0.0,0.96,15.94,9.47,52.9
2025-05-08,9.93,0.04,0.0,0.04,5.6,15.37,9.07,60.44
2025-05-09,12.34,0.0,0.0,0.0,5.76,20.07,13.13,54.99
2025-05-10,11.53,0.03,0.0,0.03,5.61,19.23,9.72,61.88
2025-05-11,6.69,2.04,0.0,2.04,3.91,11.85,9.63,83.47
2025-05-12,6.73,6.28,0.0,6.28,3.03,12.43,8.25,85.02
2025-05-13,2.93,18.58,0.0,18.58,1.1,4.28,9.43,93.75
2025-05-14,1.81,7.57,7.57,0.0,0.19,4.67,8.49,87.29
2025-05-15,1.09,7.45,7.45,0.0,-1.86,3.58,7.52,88.4
2025-05-16,6.67,0.42,0.0,0.42,-1.49,13.64,9.98,67.48
2025-05-17,13.62,0.0,0.0,0.0,5.74,21.64,16.21,47.72
2025-05-18,7.73,2.64,0.0,2.64,4.99,12.19,10.23,77.57
2025-05-19,3.85,8.3,0.0,8.3,1.87,6.24,8.59,85.04
2025-05-20,7.34,0.44,0.0,0.44,0.6,13.39,11.5,70.52
2025-05-21,5.47,0.15,0.0,0.15,1.82,9.46,8.21,76.63
2025-05-22,7.62,0.0,0.0,0.0,0.81,13.29,8.49,66.16
2025-05-23,10.16,0.01,0.0,0.01,4.62,15.68,7.91,66.54
2025-05-24,11.11,0.25,0.0,0.25,5.55,16.56,8.8,63.98
2025-05-25,11.42,0.0,0.0,0.0,5.07,16.88,9.47,54.81
2025-05-26,14.31,0.0,0.0,0.0,7.98,20.57,10.74,53.64
2025-05-27,10.6,1.43,0.0,1.43,6.6,15.62,9.55,70.81
2025-05-28,7.06,6.43,0.0,6.43,4.5,9.41,9.81,87.05
2025-05-29,7.44,0.9,0.0,0.9,4.41,11.07,7.39,81.75
2025-05-30,6.58,2.16,0.0,2.16,4.49,9.96,7.92,83.36
2025-05-31,8.74,3.07,0.0,3.07,3.87,13.04,8.34,74.76
2025-06-01,9.69,0.24,0.0,0.24,6.6,14.44,7.65,74.59
2025-06-02,7.19,5.18,0.0,5.18,5.25,8.98,8.74,88.01
2025-06-03,7.48,1.97,0.0,1.97,4.81,10.49,8.76,84.48
2025-06-04,8.64,0.34,0.0,0.34,6.26,12.06,8.69,81.0
2025-06-05,9.26,0.0,0.0,0.0,4.55,13.31,8.04,77.73
2025-06-06,10.02,0.0,0.0,0.0,5.69,14.48,9.04,76.11
2025-06-07,10.19,0.0,0.0,0.0,5.25,15.11,8.53,73.94
2025-06-08,11.02,0.0,0.0,0.0,6.02,18.62,8.33,70.43
2025-06-09,11.56,0.03,0.0,0.03,7.76,15.67,6.47,76.61
2025-06-10,11.42,0.35,0.0,0.35,7.08,15.69,7.66,79.13
2025-06-11,12.43,0.01,0.0,0.01,7.98,16.51,7.17,78.07
2025-06-12,13.27,0.07,0.0,0.07,9.06,16.68,7.46,77.88
2025-06-13,12.55,2.13,0.0,2.13,8.13,17.31,8.19,80.34
2025-06-14,8.52,15.44,0.0,15.44,6.09,12.01,10.42,89.04
2025-06-15,6.61,9.4,0.0,9.4,4.82,9.21,9.14,87.15
2025-06-16,7.31,5.02,0.0,5.02,3.35,11.56,11.21,77.56
2025-06-17,6.55,10.42,0.0,10.42,4.02,9.77,10.2,79.53
2025-06-18,9.09,0.41,0.0,0.41,3.75,13.87,10.38,75.0
2025-06-19,9.78,0.0,0.0,0.0,4.39,15.4,9.95,72.67
2025-06-20,10.69,0.0,0.0,0.0,5.29,16.34,8.75,71.94
2025-06-21,10.78,0.01,0.0,0.01,5.66,15.84,10.87,72.0
2025-06-22,8.78,10.25,0.0,10.25,6.06,13.0,9.28,78.15
2025-06-23,8.83,1.33,0.0,1.33,5.85,12.51,8.72,76.87
2025-06-24,9.74,0.0,0.0,0.0,4.37,14.52,10.26,67.92
2025-06-25,11.18,0.0,0.0,0.0,4.87,17.16,9.63,61.6
2025-06-26,12.75,0.0,0.0,0.0,6.48,19.3,9.69,58.71
2025-06-27,12.8,0.0,0.0,0.0,7.61,18.6,9.59,63.34
2025-06-28,12.51,0.0,0.0,0.0,6.8,17.51,9.78,68.55
2025-06-29,9.48,2.44,0.0,2.44,7.35,12.83,9.9,84.38
2025-06-30,7.52,6.8,0.0,6.8,5.66,9.58,10.95,83.33
2025-07-01,10.91,0.53,0.0,0.53,5.17,15.48,11.12,72.06
2025-07-02,9.16,1.4,0.0,1.4,6.23,11.6,11.41,78.22
2025-07-03,7.97,5.86,0.0,5.86,5.36,11.77,9.69,82.15
2025-07-04,6.36,13.34,0.0,13.34,4.98,7.86,8.3,86.98
2025-07-05,7.97,6.24,0.0,6.24,5.11,11.3,9.22,84.96
2025-07-06,10.99,0.64,0.0,0.64,7.01,15.0,8.72,79.99
2025-07-07,12.51,0.07,0.0,0.07,7.44,17.16,7.52,79.28
2025-07-08,14.49,0.0,0.0,0.0,9.06,20.94,8.42,75.8
2025-07-09,15.39,0.07,0.0,0.07,10.26,21.67,7.65,74.61
2025-07-10,16.07,0.84,0.0,0.84,11.24,22.22,8.77,74.61
2025-07-11,15.27,0.04,0.0,0.04,11.36,19.15,7.67,82.11
2025-07-12,15.9,0.0,0.0,0.0,12.72,19.21,6.7,80.18
2025-07-13,15.62,0.46,0.0,0.46,12.91,18.68,6.62,83.78
2025-07-14,16.24,0.16,0.0,0.16,13.13,20.43,7.66,84.41
2025-07-15,14.12,2.91,0.0,2.91,12.25,16.52,6.77,88.15
2025-07-16,14.22,3.66,0.0,3.66,12.16,17.78,6.89,84.88
2025-07-17,15.13,6.73,0.0,6.73,11.47,19.48,6.97,82.19
2025-07-18,17.25,0.0,0.0,0.0,10.88,23.66,8.76,71.68
2025-07-19,14.83,0.86,0.0,0.86,11.25,19.42,7.96,77.9
2025-07-20,15.17,7.12,0.0,7.12,11.18,19.49,8.19,84.09
2025-07-21,14.46,4.53,0.0,4.53,12.29,18.34,7.75,87.24
2025-07-22,15.65,4.83,0.0,4.83,11.97,19.25,7.72,84.87
2025-07-23,15.59,0.04,0.0,0.04,12.59,19.31,7.48,83.8
2025-07-24,15.81,0.0,0.0,0.0,11.82,20.24,7.59,81.86
2025-07-25,15.63,0.0,0.0,0.0,11.12,20.15,9.74,78.76
2025-07-26,15.14,0.01,0.0,0.01,12.31,18.91,8.45,81.72
2025-07-27,16.97,0.0,0.0,0.0,12.55,21.2,7.02,79.58
2025-07-28,18.26,0.0,0.0,0.0,12.72,24.79,7.2,69.98
2025-07-29,20.43,0.0,0.0,0.0,13.57,26.21,8.11,61.32
2025-07-30,18.25,0.0,0.0,0.0,13.63,23.59,8.47,70.54
2025-07-31,18.05,0.48,0.0,0.48,15.32,22.0,7.83,84.86
2025-08-01,17.66,2.13,0.0,2.13,15.31,21.28,8.12,84.89
2025-08-02,17.44,2.79,0.0,2.79,14.32,22.25,9.06,84.72
2025-08-03,15.67,1.15,0.0,1.15,13.44,18.66,7.54,83.98
2025-08-04,15.96,0.74,0.0,0.74,13.49,18.86,8.36,86.53
2025-08-05,16.1,2.52,0.0,2.52,13.73,19.84,6.76,86.87
2025-08-06,15.9,0.11,0.0,0.11,12.93,19.69,7.16,83.17
2025-08-07,16.06,0.74,0.0,0.74,13.39,20.02,7.71,84.04
2025-08-08,16.03,2.55,0.0,2.55,13.25,20.06,8.98,84.23
2025-08-09,15.6,7.72,0.0,7.72,12.76,19.13,9.3,82.72
2025-08-10,13.26,4.89,0.0,4.89,9.75,16.65,9.31,84.42
2025-08-11,13.63,0.16,0.0,0.16,7.98,18.23,10.99,73.78
2025-08-12,12.52,0.13,0.0,0.13,9.35,16.57,11.13,75.73
2025-08-13,13.01,0.0,0.0,0.0,8.15,18.39,10.57,76.75
2025-08-14,13.14,0.0,0.0,0.0,8.25,18.28,9.96,75.35
2025-08-15,12.75,0.0,0.0,0.0,8.05,18.61,10.31,74.27
2025-08-16,12.64,0.18,0.0,0.18,8.34,17.39,10.46,75.1
2025-08-17,13.63,0.0,0.0,0.0,8.31,19.68,9.59,72.65
2025-08-18,15.37,0.0,0.0,0.0,10.14,21.78,8.54,69.1
2025-08-19,14.27,0.0,0.0,0.0,8.64,19.54,9.53,71.67
2025-08-20,14.95,0.33,0.0,0.33,10.13,20.0,9.87,77.34
2025-08-21,13.45,28.28,0.0,28.28,10.22,18.02,10.6,81.68
2025-08-22,13.8,0.0,0.0,0.0,8.86,19.19,9.92,73.98
2025-08-23,16.68,0.0,0.0,0.0,10.69,24.12,12.21,63.68
2025-08-24,15.05,0.04,0.0,0.04,10.08,18.95,10.93,69.96
2025-08-25,13.0,9.39,0.0,9.39,10.85,16.31,9.73,85.7
2025-08-26,11.31,1.16,0.0,1.16,9.7,13.46,8.73,83.54
2025-08-27,11.79,1.0,0.0,1.0,9.32,15.29,8.63,84.11
2025-08-28,12.46,1.15,0.0,1.15,9.65,15.62,7.63,82.48
2025-08-29,14.05,0.0,0.0,0.0,10.38,18.52,8.38,78.01
2025-08-30,17.56,0.0,0.0,0.0,12.32,25.13,9.18,74.6
2025-08-31,17.0,0.0,0.0,0.0,11.8,23.39,8.92,75.24
2025-09-01,17.63,0.0,0.0,0.0,12.77,23.59,8.66,74.74
2025-09-02,16.01,0.33,0.0,0.33,12.87,20.37,8.69,81.08
2025-09-03,13.17,30.23,0.0,30.23,10.61,17.1,8.65,87.65
2025-09-04,12.92,3.62,0.0,3.62,9.4,17.53,8.26,83.53
2025-09-05,13.37,0.3,0.0,0.3,9.82,17.85,7.0,81.75
2025-09-06,14.09,0.0,0.0,0.0,10.37,18.68,7.52,78.55
2025-09-07,12.46,11.05,0.0,11.05,9.51,15.57,6.66,86.28
2025-09-08,12.43,1.98,0.0,1.98,9.14,16.37,7.97,83.39
2025-09-09,11.43,9.73,0.0,9.73,8.3,15.06,9.29,86.5
2025-09-10,10.05,10.0,0.0,10.0,7.42,14.06,9.44,83.58
2025-09-11,9.54,1.66,0.0,1.66,5.79,14.67,11.22,81.66
2025-09-12,9.76,0.11,0.0,0.11,6.3,14.86,9.92,81.0
2025-09-13,9.86,0.37,0.0,0.37,5.62,14.87,10.57,78.49
2025-09-14,9.89,2.6,0.0,2.6,6.54,13.83,8.23,79.83
2025-09-15,10.6,0.0,0.0,0.0,6.28,15.79,8.64,77.21
2025-09-16,9.68,0.0,0.0,0.0,4.31,15.25,10.73,76.72
2025-09-17,9.57,15.21,0.0,15.21,6.36,14.62,6.83,80.91
2025-09-18,9.33,15.49,0.0,15.49,5.03,13.69,12.52,77.35
2025-09-19,5.71,21.92,0.0,21.92,3.78,9.67,12.81,82.8
2025-09-20,7.43,39.04,0.0,39.04,4.8,10.31,18.61,84.26
2025-09-21,5.05,11.3,0.0,11.3,2.56,8.6,13.13,78.55
2025-09-22,6.38,0.0,0.0,0.0,1.47,12.73,10.85,75.42
2025-09-23,8.98,0.0,0.0,0.0,3.55,16.02,9.26,69.73
2025-09-24,9.53,0.0,0.0,0.0,4.78,15.94,8.11,68.59
2025-09-25,7.91,0.0,0.0,0.0,3.77,12.76,8.59,77.08
2025-09-26,7.96,2.34,0.0,2.34,5.82,11.18,8.25,85.8
2025-09-27,5.9,4.45,0.0,4.45,4.21,7.94,7.57,87.12
2025-09-28,7.3,0.71,0.0,0.71,3.94,12.01,6.34,78.78
2025-09-29,9.47,0.0,0.0,0.0,5.77,16.17,10.16,71.51
2025-09-30,7.05,14.16,0.0,14.16,5.48,8.95,7.12,90.03
2025-10-01,6.8,1.58,0.0,1.58,4.01,10.02,7.04,83.79
2025-10-02,6.63,3.43,0.0,3.43,4.33,9.99,5.11,85.69
2025-10-03,9.53,0.0,0.0,0.0,4.55,16.02,9.45,71.73
2025-10-04,12.57,0.0,0.0,0.0,6.88,20.87,12.05,58.26
2025-10-05,9.98,0.0,0.0,0.0,5.87,15.97,10.24,71.37
2025-10-06,9.07,0.0,0.0,0.0,5.93,13.75,6.32,84.11
2025-10-07,10.61,0.0,0.0,0.0,5.93,16.36,8.17,67.85
2025-10-08,11.91,0.0,0.0,0.0,7.9,18.39,9.27,62.78
2025-10-09,9.34,3.35,0.0,3.35,4.7,15.01,8.71,72.56
2025-10-10,4.27,31.09,0.0,31.09,2.58,7.15,8.78,82.59
2025-10-11,4.44,2.21,0.0,2.21,2.5,8.34,7.68,77.38
2025-10-12,4.29,6.24,0.0,6.24,1.55,9.05,12.87,80.8
2025-10-13,2.25,20.5,0.0,20.5,0.3,3.76,9.46,89.36
2025-10-14,3.79,0.0,0.0,0.0,-0.33,10.21,11.33,74.08
2025-10-15,4.79,0.0,0.0,0.0,0.95,9.17,8.67,77.89
2025-10-16,4.69,0.29,0.0,0.29,1.04,8.51,8.14,82.82
2025-10-17,5.02,0.33,0.0,0.33,1.62,9.37,6.88,80.76
2025-10-18,6.11,0.0,0.0,0.0,2.35,11.74,8.18,72.71
2025-10-19,6.09,0.04,0.0,0.04,3.14,10.56,8.53,74.4
2025-10-20,3.63,18.95,0.0,18.95,1.23,6.09,7.56,90.72
2025-10-21,2.51,1.35,0.0,1.35,-0.06,6.36,7.13,81.26
2025-10-22,4.27,0.0,0.0,0.0,-0.93,9.97,12.57,65.38
2025-10-23,6.17,0.0,0.0,0.0,3.09,9.61,13.32,67.69
2025-10-24,8.24,3.82,0.0,3.82,5.47,12.85,14.12,73.31
2025-10-25,7.8,0.14,0.0,0.14,4.78,10.92,14.02,74.21
2025-10-26,4.57,19.89,0.0,19.89,2.63,7.62,10.97,86.89
2025-10-27,6.36,0.0,0.0,0.0,1.92,11.89,16.4,70.36
2025-10-28,8.47,0.0,0.0,0.0,5.36,12.25,13.4,68.3
2025-10-29,3.98,29.76,0.0,29.76,0.51,7.85,12.73,86.37
2025-10-30,2.23,0.15,0.0,0.15,-0.51,8.03,10.72,73.26
2025-10-31,3.1,0.0,0.0,0.0,-1.1,9.29,13.37,60.83
2025-11-01,2.87,0.0,0.0,0.0,-1.11,8.5,11.85,65.07
2025-11-02,2.13,0.0,0.0,0.0,-1.61,7.83,10.34,74.46
2025-11-03,3.2,0.0,0.0,0.0,-1.35,8.81,12.86,59.23
2025-11-04,4.26,0.0,0.0,0.0,0.59,10.52,12.61,57.25
2025-11-05,3.75,0.0,0.0,0.0,0.88,9.09,9.85,66.01
2025-11-06,3.79,0.0,0.0,0.0,-0.43,10.22,9.31,66.47
2025-11-07,5.93,0.0,0.0,0.0,1.62,11.18,9.73,62.49
2025-11-08,8.0,0.0,0.0,0.0,4.33,12.97,14.82,59.26
2025-11-09,6.4,0.0,0.0,0.0,2.89,12.51,8.13,66.5
2025-11-10,4.92,0.0,0.0,0.0,1.45,9.7,7.93,64.42
2025-11-11,6.47,0.0,0.0,0.0,1.3,12.1,14.2,54.44
2025-11-12,6.52,0.52,0.0,0.52,3.24,11.06,11.02,62.86
2025-11-13,4.62,0.7,0.0,0.7,1.7,7.74,8.74,72.58
2025-11-14,3.77,1.86,0.0,1.86,2.69,6.32,7.7,78.88
2025-11-15,3.19,1.22,0.0,1.22,1.17,5.17,7.83,81.39
2025-11-16,2.75,1.13,0.0,1.13,0.44,5.27,7.05,84.83
2025-11-17,3.66,0.0,0.0,0.0,0.58,8.77,8.61,77.44
2025-11-18,3.95,0.0,0.0,0.0,0.42,10.32,13.85,60.47
2025-11-19,3.97,0.0,0.0,0.0,0.35,9.77,13.86,51.23
2025-11-20,4.05,0.0,0.0,0.0,0.03,10.43,14.17,47.95
2025-11-21,3.62,0.0,0.0,0.0,0.27,9.02,12.81,46.69
